번호,의안명,제안자,제안일자,소관 위원회,위원회 회부일,위원회 의결일(상정일),위원회 처리결과,제안회기,본회의 의결일(상정일),본회의 처리결과,집행부 이송일,공포일자,공포번호,,,
1099,서울특별시 광진구 예산절감 및 낭비사례 등 공개에 관한 조례안,박성연,2013-11-24,미상정,없음,없음,없음,없음,없음,계류중,없음,없음,없음,,,미상정
1100,서울특별시 광진구 공익제도 보호 및 지원에 관한 조례안,박성연,2013-11-24,미상정,없음,없음,없음,없음,없음,계류중,없음,없음,없음,,,미상정
1101,서울특별시 광진구 성매매 성폭력방지 및 피해자보호지원에 관한 조례안,박성연,2013-11-26,미상정,없음,없음,없음,없음,없음,계류중,없음,없음,없음,,,미상정
1102,서울특별시 광진구 출산양육지원금 지원에 관한 조례 일부개정조례안,박성연,2013-11-28,미상정,없음,없음,없음,없음,없음,계류중,없음,없음,없음,,,미상정
1103,서울특별시 광진구 청소년통행 금지구역 통행제한구역 지정 및 운영에 관한 조례 일부개정조례안,박성연,2013-12-02,미상정,없음,없음,없음,없음,없음,계류중,없음,없음,없음,,,미상정
1104,서울특별시 광진구 구세 조례 일부개정조례안,광진구청장(세무1과),2014-04-14,기획행정위원회,2014-04-16,2014-04-25,원안가결,제177회,2014-04-28,원안가결,2014-04-30,2014-05-14,제817호,,,
1105,서울특별시 광진구 영유아 보육 조례 일부개정조례안,광진구청장(가정복지과),2014-04-14,복지건설위원회,2014-04-16,2014-04-25,원안가결,제177회,2014-04-28,원안가결,2014-04-30,2014-05-14,제818호,,,
1106,서울특별시 광진구 성별영향분석평가 조례안,광진구청장(가정복지과),2014-04-14,복지건설위원회,2014-04-16,2014-04-25,원안가결,제177회,2014-04-28,원안가결,2014-04-30,2014-05-14,제819호,,,
1107,서울특별시 광진구 아동복지심의위원회 구성 및 운영 등에 관한 조례안,광진구청장(가정복지과),2014-04-14,복지건설위원회,2014-04-16,2014-04-25,원안가결,제177회,2014-04-28,원안가결,2014-04-30,2014-05-14,제820호,,,
1108,서울특별시 광진구 가스사업등의 허가기준에 관한 조례안,광진구청장(환경과),2014-04-14,복지건설위원회,2014-04-16,2014-04-25,원안가결,제177회,2014-04-28,원안가결,2014-04-30,2014-05-14,제821호,,,
1109,서울특별시 광진구 도로복구 원인자부담금 징수 조례 일부개정조례안,광진구청장(도로과),2014-04-14,복지건설위원회,2014-04-16,2014-04-25,원안가결,제177회,2014-04-28,원안가결,2014-04-30,2014-05-14,제822호,,,
1110,서울특별시 광진구 재난 및 안전관리 기구의 설치 및 운영에 관한 조례 전부개정조례안,광진구청장(치수방재과),2014-04-14,복지건설위원회,2014-04-16,2014-04-25,심사보류,제179회,2014-06-20,수정가결,2014-06-23,2014-07-03,제832호,,,
1111,서울특별시 광진구 지진피해 시설물 위험도 평가단 구성 및 운영에 관한 조례안,광진구청장(치수방재과),2014-04-14,복지건설위원회,2014-04-16,2014-04-25,원안가결,제177회,2014-04-28,원안가결,2014-04-30,2014-05-14,제823호,,,
1112,서울특별시 광진구 공공하수도 손괴 등에 대한 과태료 징수 조례 폐지조례안,광진구청장(치수방재과),2014-04-14,복지건설위원회,2014-04-16,2014-04-25,원안가결,제177회,2014-04-28,원안가결,2014-04-30,2014-05-14,제824호,,,
1113,서울특별시 광진구 주차장 설치 및 관리 조례 일부개정조례안,광진구청장(주차관리과),2014-04-14,복지건설위원회,2014-04-16,2014-04-25,원안가결,제177회,2014-04-28,원안가결,2014-04-30,2014-05-14,제825호,,,
1114,광진구민의 흡연피해 구제를 위한 결의안,유성희,2014-04-14,복지건설위원회,2014-04-16,2014-04-25,원안가결,제177회,2014-04-28,원안가결,2014-04-30,없음,없음,,,
1115,서울특별시 광진구 구민창안제도 운영에 관한 조례 전부개정조례안,광진구청장(정책홍보담당관),2014-06-09,기획행정위원회,2014-06-12,2014-06-19,원안가결,제179회,2014-06-20,원안가결,2014-06-23,2014-07-03,제826호,,,
1116,서울특별시 광진구 지방공무원 정원 조례 일부개정조례안,광진구청장(총무과),2014-06-09,기획행정위원회,2014-06-12,2014-06-19,원안가결,제179회,2014-06-20,원안가결,2014-06-23,2014-07-03,제827호,,,
1117,서울특별시 광진구 자원봉사활동 지원 조례 일부개정조례안,광진구청장(자치행정과),2014-06-09,기획행정위원회,2014-06-12,2014-06-19,원안가결,제179회,2014-06-20,원안가결,2014-06-23,2014-07-03,제828호,,,
1118,서울특별시 광진구 출산양육지원금 지원에 관한 조례 일부개정조례안,광진구청장(가정복지과),2014-06-09,복지건설위원회,2014-06-12,2014-06-19,원안가결,제179회,2014-06-20,원안가결,2014-06-23,2014-07-03,제829호,,,
1119,서울특별시 광진구 폐기물 관리 조례 일부개정조례안,광진구청장(청소과),2014-06-09,복지건설위원회,2014-06-12,2014-06-19,원안가결,제179회,2014-06-20,원안가결,2014-06-23,2014-07-03,제830호,,,
1120,서울특별시 광진구 도로명주소에 관한 조례 일부개정조례안,광진구청장(지적과),2014-06-09,복지건설위원회,2014-06-12,2014-06-19,원안가결,제179회,2014-06-20,원안가결,2014-06-23,2014-07-03,제831호,,,
1121,서울특별시 광진구 폐기물관리 조례 일부개정조례안,광진구청장(청소과),2014-07-02,복지건설위원회,2014-07-16,2014-07-22,원안가결,제181회,2014-07-23,원안가결,2014-07-25,2014-08-12,제833호,,,
1122,서울특별시 광진구 1회용품 사용규제 사업장에 대한 과태료 부과 및 신고포상금 지급 조례 일부개정조례안,광진구청장(청소과),2014-07-02,복지건설위원회,2014-07-16,2014-07-22,원안가결,제181회,2014-07-23,원안가결,2014-07-25,2014-08-12,제834호,,,
1123,2014년도 광진구 행정사무감사 계획서,행감특별위원장(김수범),2014-07-21,행정사무감사특별위원회,없음,2014-07-23,가결,제181회,2014-07-23,승인,2014-07-25,없음,없음,,,
1124,서울특별시 광진구 공유 촉진 조례안,광진구청장(정책홍보담당관),2014-09-01,기획행정위원회,2014-09-22,2014-10-02,수정가결,제182회,2014-10-02,수정가결,2014-10-07,2014-10-24,제835호,,,
1125,서울특별시 광진구 정책자문위원회 설치 및 운영 조례 일부개정조례안,광진구청장(기획예산과),2014-09-01,기획행정위원회,2014-09-22,2014-10-02,원안가결,제182회,2014-10-02,원안가결,2014-10-07,2014-10-24,제836호,,,
1126,"서울특별시 광진구 음식물류 폐기물 발생억제, 수집운반 및 재활용에 관한 조례 일부개정조례안",광진구청장(청소과),2014-09-01,복지건설위원회,2014-09-22,2014-10-02,원안가결,제182회,2014-10-02,원안가결,2014-10-07,2014-10-24,제837호,,,
1127,서울특별시 광진구 교통민원신고 심의위원회 운영 조례 일부개정조례안,광진구청장(교통지도과),2014-09-01,복지건설위원회,2014-09-22,2014-10-02,원안가결,제182회,2014-10-02,원안가결,2014-10-07,2014-10-24,제838호,,,
1128,2013 회계연도 일반·특별회계 예비비 사용승인안,광진구청장(기획예산과),2014-09-01,예산결산특별위원회,2014-09-22,2014-10-02,원안가결,제182회,2014-10-02,원안가결,2014-10-07,없음,없음,,,
1129,2013 회계연도일반회계 및 특별회계 세입·세출 결산 승인안,광진구청장(재무과),2014-09-19,예산결산특별위원회,2014-09-22,2014-10-02,원안가결,제182회,2014-10-02,원안가결,2014-10-07,없음,없음,,,
1130,2014 광진구 행정사무감사 결과보고서,행감특별위원장(김수범),2014-10-01,행정사무감사특별위원회,없음,2014-10-02,가결,제182회,2014-10-02,가결,2014-10-07,없음,없음,,,
1131,서울특별시 광진구 수입증지 조례 전부개정조례안,광진구청장(재무과),2014-10-15,기획행정위원회,2014-10-21,2014-10-27,원안가결,제183회,2014-10-28,원안가결,2014-10-30,2014-11-12,제839호,,,
1132,서울특별시 광진구 중증장애인 자립생활 지원 조례안,광진구청장(사회복지과),2014-10-15,복지건설위원회,2014-10-21,2014-10-27,원안가결,제183회,2014-10-28,원안가결,2014-10-30,2014-11-12,제840호,,,
1133,서울특별시 광진구 주차장 설치 및 관리 조례 일부개정조례안,광진구청장(교통지도과),2014-10-15,복지건설위원회,2014-10-21,2014-10-27,원안가결,제183회,2014-10-28,원안가결,2014-10-30,2014-11-12,제841호,,,
1134,제6기 지역보건 의료계획 심의,광진구청장(보건소),2014-10-14,복지건설위원회,2014-10-21,2014-10-27,원안가결,제183회,2014-10-28,원안가결,2014-10-30,없음,없음,,,
1135,구의동 592일대(한양빌라) 주택재건축 정비사업 정비구역 지정 및 정비계획 수립에 관한 의견제시의 건,광진구청장(주택과),2014-10-14,복지건설위원회,2014-10-21,2014-10-27,가결(의견없음),제183회,2014-10-28,가결(의견없음),2014-10-30,없음,없음,,,
1136,2014년도 제1회 일반 특별회계 세입 세출 추가경정예산안,광진구청장(기획예산과),2014-10-20,예산결산특별위원회,2014-10-21,2014-10-27,원안가결,제183회,2014-10-28,원안가결,2014-10-30,없음,없음,,,
1137,서울특별시 광진구 대한적십자사 활동 지원에 관한 조례안,김기선,2014-10-02,기획행정위원회,2014-10-21,2014-10-27,부결,제183회,없음,없음,없음,없음,없음,,,
1138,서울특별시 광진구 의전예우 기준에 관한 조례안,"정관훈, 김영옥(정관훈)",2014-10-02,기획행정위원회,2014-10-21,2014-10-27,부결,제183회,없음,없음,없음,없음,없음,,,
1139,2014년도 일반특별회계(제1차~제20차) 간주처리내역 보고,광진구청장,2014-10-20,해당없음,없음,없음,없음,제183회,없음,보고,없음,없음,없음,,,
1140,서울특별시 광진구 통·반설치 조례 일부개정조례안,정관훈,2014-10-23,기획행정위원회,2014-11-24,2014-12-19,수정가결,제184회,2014-12-19,수정가결,2014-12-22,2014-12-30,제842호,,,
1141,자양동 219-28 일대 자양2존치정비구역 재정비촉진계획 변경계획 수립에 관한 의견청취의 건,광진구청장(도시디자인과),2014-11-07,복지건설위원회,2014-11-24,2014-12-19,가결(의견없음),제184회,2014-12-19,가결(의견없음),2014-12-22,없음,없음,,,
1142,서울특별시 광진문화재단 설립 및 운영에 관한 조례안 ,광진구청장(재단설립TF),2014-11-19,제187회 임시회  제2차 기획행정위원회 심사보류,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
1143,서울특별시 광진구 통·반설치 조례 일부개정조례안,광진구청장(자치행정과),2014-11-19,기획행정위원회,2014-11-24,2014-12-19,부결,없음,없음,없음,없음,없음,없음,,,
1144,서울특별시 광진구 보조금관리 조례 전부개정조례안,광진구청장(기획예산과),2014-11-19,기획행정위원회,2014-11-24,2014-12-19,원안가결,제184회,2014-12-19,원안가결,2014-12-22,2014-12-30,제843호,,,
1145,서울특별시 광진구 기금관리 조례 일부개정조례안,광진구청장(기획예산과),2014-11-19,기획행정위원회,2014-11-24,2014-12-19,원안가결,제184회,2014-12-19,원안가결,2014-12-22,2014-12-30,제844호,,,
1146,서울특별시 광진구 구세 감면 조례 일부개정조례안,광진구청장(세무과),2014-11-19,기획행정위원회,2014-11-24,2014-12-19,원안가결,제184회,2014-12-19,원안가결,2014-12-22,2014-12-30,제845호,,,
1147,서울특별시 광진구 도로점용허가 및 점용료 등 징수조례 일부개정조례안,광진구청장(건설관리과),2014-11-19,복지건설위원회,2014-11-24,2014-12-19,원안가결,제184회,2014-12-19,원안가결,2014-12-22,2014-12-30,제846호,,,
1148,2014년도 제2회 일반특별회계 세입세출 추가경정예산(안),광진구청장,2014-11-21,예산결산특별위원회,2014-11-24,2014-12-19,수정가결,제184회,2014-12-19,수정가결,2014-12-22,없음,없음,,,
1149,2015회계연도 일반특별회계 세입세출예산(안),광진구청장,2014-11-21,예산결산특별위원회,2014-11-24,2014-12-19,수정가결,제184회,2014-12-19,수정가결,2014-12-22,없음,없음,,,
1150,2015 회계연도 기금운용계획(안),광진구청장,2014-11-21,예산결산특별위원회,2014-11-24,2014-12-19,원안가결,제184회,2014-12-19,원안가결,2014-12-22,없음,없음,,,
1151,중기지방배정계획안,광진구청장,2014-11-21,해당없음,없음,없음,없음,제184회,2014-11-25,보고,없음,없음,없음,,,
1152,관계공무원 출석요구안,고양석,2014-11-25,해당없음,없음,없음,없음,제184회,2014-11-25,원안가결,없음,없음,없음,,,
1153,서울특별시 광진구의회 의원 의정활동비 등 지급에 관한 조례 일부개정조례안,김기란,2014-12-31,의회운영위원회,2015-01-06,2015-01-09,원안가결,제185회,2015-01-09,원안가결,2015-01-09,2015-01-15,제847호,,,
1154,2014년도 일반특별회계(제21차~제24차) 간주처리내역 보고,광진구청장(기획예산과),2015-01-02,없음,없음,없음,없음,제185회,2015-01-09,서면보고,없음,없음,없음,,,
1155,서울특별시 광진구 아동ㆍ여성 보호에 관한 조례 일부개정조례안,광진구청장(가정복지과),2015-01-15,복지건설위원회,2015-01-28,2015-02-06,원안가결,제186회,2015-02-06,원안가결,2015-02-09,2015-02-24,제848호,,,
1156,서울특별시 광진구 국어 진흥 조례안,전병주,2015-02-26,기획행정위원회,2015-03-12,2015-03-24,원안가결,제187회,2015-03-24,원안가결,2015-03-25,2015-04-10,제849호,,,
1157,서울특별시 광진구 구유재산 및 물품관리 조례 일부개정조례안,광진구청장(재무과),2015-03-09,기획행정위원회,2015-03-12,2015-03-24,원안가결,제187회,2015-03-24,원안가결,2015-03-25,2015-04-10,제850호,,,
1158,서울특별시 광진구 역사문화관광해설사 운영 및 지원에 관한 조례안,김창현,2015-03-09,기획행정위원회,2015-03-12,2015-03-24,수정가결,제187회,2015-03-24,수정가결,2015-03-25,2015-04-10,제851호,,,
1159,서울특별시 광진구립도서관 설치운영 및 독서문화 진흥조례 전부개정조례안,김기란,2015-03-10,기획행정위원회,2015-03-12,2015-03-24,수정가결,제187회,2015-03-24,수정가결,2015-03-25,2015-04-10,제852호,,,
1160,서울특별시 광진구 장애인가정 출산지원금 지원조례안,김기란,2015-03-10,복지건설위원회,2015-03-12,2015-03-24,원안가결,제187회,2015-03-24,원안가결,2015-03-25,2015-04-10,제853호,,,
1161,서울특별시 광진구 장애인휠체어 등 수리 지원에 관한 조례 전부개정조례안,김영옥,2015-03-10,복지건설위원회,2015-03-12,2015-03-24,수정가결,제187회,2015-03-24,수정가결,2015-03-25,2015-04-10,제854호,,,
1142,서울특별시 광진문화재단 설립 및 운영에 관한 조례안 ,광진구청장(재단설립TF),2014-11-19,기획행정위원회,2015-03-12,2015-03-24,심사보류,제189회,2015-06-30,원안가결,2015-06-30,2015-07-10,제861호,,,
