행번호,도메인명,논리 데이터 유형,분류어,유형,대표 여부,정의내용
1044,예정신고번호_V3,가변길이문자형,예정신고번호,번호,Y,생략
1045,오디오채널번호_I5,정수,오디오채널번호,번호,Y,생략
1046,오류번호_V36,가변길이문자형,오류번호,번호,Y,생략
1047,오일채취구분코드_C1,고정길이문자형,오일채취구분코드,코드,Y,생략
1048,오일채취방법코드_C2,고정길이문자형,오일채취방법코드,코드,Y,생략
1049,오퍼발행군코드_C1,고정길이문자형,오퍼발행군코드,코드,Y,생략
1050,"온도_F15,5",실수,온도,온도,N,생략
1051,"온도_F6,3",실수,온도,온도,Y,생략
1052,온도구분코드_C1,고정길이문자형,온도구분코드,코드,Y,생략
1053,완료번호_V20,가변길이문자형,완료번호,번호,Y,생략
1054,완성탄약번호_V16,가변길이문자형,완성탄약번호,번호,Y,생략
1055,외국명코드_C2,고정길이문자형,외국명코드,코드,Y,생략
1056,외국어코드_C2,고정길이문자형,외국어코드,코드,Y,생략
1057,요구번호_V15,가변길이문자형,요구번호,번호,Y,생략
1058,요구종류코드_C1,고정길이문자형,요구종류코드,코드,Y,생략
1059,요금_F10,실수,요금,금액,N,생략
1060,"요금_F15,2",실수,요금,금액,N,생략
1061,"요금_F22,2",실수,요금,금액,Y,생략
1062,요망효과코드_C1,고정길이문자형,요망효과코드,코드,Y,생략
1063,요반납품목코드_C2,고정길이문자형,요반납품목코드,코드,Y,생략
1064,"요율_F10,4",실수,요율,비율,Y,생략
1065,요일코드_C1,고정길이문자형,요일코드,코드,Y,생략
1066,요청번호_V20,가변길이문자형,요청번호,번호,Y,생략
1067,요청서번호_V24,가변길이문자형,요청서번호,번호,Y,생략
1068,용도지역코드_C2,고정길이문자형,용도지역코드,코드,Y,생략
1069,"용량_F12,2",실수,용량,체적,N,생략
1070,"용량_F8,2",실수,용량,체적,Y,생략
1071,용역관리번호_V10,가변길이문자형,용역관리번호,번호,Y,생략
1072,용역구분코드_C2,고정길이문자형,용역구분코드,코드,Y,생략
1073,"용적_F15,3",실수,용적,체적,Y,생략
1074,용치구분코드_C1,고정길이문자형,용치구분코드,코드,Y,생략
1075,우선순위번호_I10,정수,우선순위번호,번호,Y,생략
1076,우선순위코드_C1,고정길이문자형,우선순위코드,코드,Y,생략
1077,우편번호_C6,고정길이문자형,우편번호,코드,N,생략
1078,"운고_F8,2",실수,운고,차원,Y,생략
1079,운고구분코드_C1,고정길이문자형,운고구분코드,코드,Y,생략
1080,운량_F20,실수,운량,비율,N,생략
1081,"운량_F6,2",실수,운량,비율,Y,생략
1082,운송수단코드_C1,고정길이문자형,운송수단코드,코드,Y,생략
1083,운영모드코드_C1,고정길이문자형,운영모드코드,코드,Y,생략
1084,운영번호_I15,정수,운영번호,번호,Y,생략
1085,운영병과코드_C2,고정길이문자형,운영병과코드,코드,Y,생략
1086,운영상태구분코드_C1,고정길이문자형,운영상태구분코드,코드,Y,생략
1087,운영하자번호_V3,가변길이문자형,운영하자번호,번호,Y,생략
1088,운용번호_V36,가변길이문자형,운용번호,번호,Y,생략
1089,운용병구분코드_C1,고정길이문자형,운용병구분코드,코드,Y,생략
1090,운용보고서종류코드_C1,고정길이문자형,운용보고서종류코드,코드,Y,생략
1091,운용상태코드_C3,고정길이문자형,운용상태코드,코드,Y,생략
1092,운항식별번호_V3,가변길이문자형,운항식별번호,번호,Y,생략
1093,원가_I12,정수,원가,금액,Y,생략
1094,원인행위번호_V17,가변길이문자형,원인행위번호,번호,Y,생략
1095,원정작전형태코드_C1,고정길이문자형,원정작전형태코드,코드,Y,생략
1096,월_V2,가변길이문자형,월,날짜,Y,생략
1097,월광상태코드_C1,고정길이문자형,월광상태코드,코드,Y,생략
1098,월일_V4,가변길이문자형,월일,날짜,Y,생략
1099,위도_V12,가변길이문자형,위도,좌표,N,생략
1100,위도_V8,가변길이문자형,위도,좌표,Y,생략
1101,위원회역할코드_C1,고정길이문자형,위원회역할코드,코드,Y,생략
1102,위치_V100,가변길이문자형,위치,텍스트,N,생략
1103,위치_V12,가변길이문자형,위치,텍스트,Y,생략
1104,위치_V50,가변길이문자형,위치,텍스트,N,생략
1105,"위치값_F20,10",실수,위치값,수량,Y,생략
1106,위치구분코드_C1,고정길이문자형,위치구분코드,코드,Y,생략
1107,위치번호_I15,정수,위치번호,번호,Y,생략
1108,유가증권구분코드_C3,고정길이문자형,유가증권구분코드,코드,Y,생략
1109,유급지원병구분코드_C1,고정길이문자형,유급지원병구분코드,코드,Y,생략
1110,유닛번호_I5,정수,유닛번호,번호,Y,생략
1111,유도탄통제방법구분코드_C1,고정길이문자형,유도탄통제방법구분코드,코드,Y,생략
1112,"유량_F8,2",실수,유량,비율,Y,생략
1113,유류검사구분코드_C1,고정길이문자형,유류검사구분코드,코드,Y,생략
1114,유류납품방법코드_C2,고정길이문자형,유류납품방법코드,코드,Y,생략
1115,유류소요장비구분코드_C2,고정길이문자형,유류소요장비구분코드,코드,Y,생략
1116,유류시험항목코드_C3,고정길이문자형,유류시험항목코드,코드,Y,생략
1117,유류운영용도코드_C2,고정길이문자형,유류운영용도코드,코드,Y,생략
1118,유류운영절기코드_C1,고정길이문자형,유류운영절기코드,코드,Y,생략
1119,유류운영지역코드_C2,고정길이문자형,유류운영지역코드,코드,Y,생략
1120,유린계수구분코드_C1,고정길이문자형,유린계수구분코드,코드,Y,생략
1121,유무_C1,고정길이문자형,유무,식별자,Y,생략
1122,유무상구분코드_C1,고정길이문자형,유무상구분코드,코드,Y,생략
1123,유속_F20,실수,유속,비율,Y,생략
1124,"유속_F6,2",실수,유속,비율,N,생략
1125,유형번호_V3,가변길이문자형,유형번호,번호,Y,생략
1126,육군선정표적범주코드_C1,고정길이문자형,육군선정표적범주코드,코드,Y,생략
1127,육군항공육경정작전구분코드_C1,고정길이문자형,육군항공육경정작전구분코드,코드,Y,생략
1128,육로수송지원장비구분코드_C2,고정길이문자형,육로수송지원장비구분코드,코드,Y,생략
1129,"율_F10,3",실수,율,비율,N,생략
1130,"율_F12,5",실수,율,비율,N,생략
1131,"율_F7,4",실수,율,비율,Y,생략
1132,"율_F8,7",실수,율,비율,N,생략
1133,음력양력구분코드_C1,고정길이문자형,음력양력구분코드,코드,Y,생략
1134,음속_F4,실수,음속,비율,Y,생략
1135,음파탐지기유형코드_C1,고정길이문자형,음파탐지기유형코드,코드,Y,생략
1136,응답번호_V15,가변길이문자형,응답번호,번호,Y,생략
1137,응소번호_V36,가변길이문자형,응소번호,번호,Y,생략
1138,응신번호_V10,가변길이문자형,응신번호,번호,Y,생략
1139,의뢰번호_V21,가변길이문자형,의뢰번호,번호,Y,생략
1140,의뢰서번호_V20,가변길이문자형,의뢰서번호,번호,Y,생략
1141,의무부대유형코드_C4,고정길이문자형,의무부대유형코드,코드,Y,생략
1142,이동부대유형코드_C1,고정길이문자형,이동부대유형코드,코드,Y,생략
1143,이동속도_V8,가변길이문자형,이동속도,비율,Y,생략
1144,이륙시간구분코드_C3,고정길이문자형,이륙시간구분코드,코드,Y,생략
1145,이메일_V100,가변길이문자형,이메일,식별자,Y,생략
1146,이메일_V400,가변길이문자형,이메일,식별자,N,생략
1147,이메일도메인코드_C1,고정길이문자형,이메일도메인코드,코드,Y,생략
1148,인가DODIC_V10,가변길이문자형,인가DODIC,식별자,Y,생략
1149,인간정보보고서분류코드_C6,고정길이문자형,인간정보보고서분류코드,코드,Y,생략
1150,인도조건코드_C2,고정길이문자형,인도조건코드,코드,Y,생략
1151,"인수_F10,4",실수,인수,수량,Y,생략
1152,인수기준번호_V12,가변길이문자형,인수기준번호,번호,Y,생략
1153,인수번호_V14,가변길이문자형,인수번호,번호,Y,생략
1154,"인시_F20,4",실수,인시,수량,N,생략
1155,"인시_F8,2",실수,인시,수량,Y,생략
1156,인원수_I10,정수,인원수,수량,N,생략
1157,인원수_I15,정수,인원수,수량,N,생략
1158,인원수_I6,정수,인원수,수량,Y,생략
1159,인적위해요소구분코드_C2,고정길이문자형,인적위해요소구분코드,코드,Y,생략
1160,인증서번호_V50,가변길이문자형,인증서번호,번호,Y,생략
1161,일_V2,가변길이문자형,일,날짜,Y,생략
1162,일괄처리번호_V6,가변길이문자형,일괄처리번호,번호,Y,생략
1163,일련번호_V20,가변길이문자형,일련번호,번호,Y,생략
1164,일련번호_V30,가변길이문자형,일련번호,번호,N,생략
1165,일반방위산업구분코드_C1,고정길이문자형,일반방위산업구분코드,코드,Y,생략
1166,일선관서변경요청코드_C1,고정길이문자형,일선관서변경요청코드,코드,Y,생략
1167,일선관서코드_C8,고정길이문자형,일선관서코드,코드,Y,생략
1168,"일수_F11,3",실수,일수,수량,N,생략
1169,일수_F3,실수,일수,수량,Y,생략
1170,일수_F5,실수,일수,수량,N,생략
1171,일시_DT,날짜,일시,날짜,Y,생략
1172,일시간_V10,가변길이문자형,일시간,시간,Y,생략
1173,일시분_V12,가변길이문자형,일시분,시간,Y,생략
1174,일시분초_V14,가변길이문자형,일시분초,시간,Y,생략
1175,일시분초_V32,가변길이문자형,일시분초,시간,N,생략
1176,일일시간대구분코드_C1,고정길이문자형,일일시간대구분코드,코드,Y,생략
1177,일자_V8,가변길이문자형,일자,날짜,Y,생략
1178,일정번호_I10,정수,일정번호,번호,Y,생략
1179,일차_I3,정수,일차,날짜,Y,생략
1180,임관구분코드_C2,고정길이문자형,임관구분코드,코드,Y,생략
1181,임관코드_C2,고정길이문자형,임관코드,코드,Y,생략
1182,임무긴요도코드_C1,고정길이문자형,임무긴요도코드,코드,Y,생략
1183,임무목표부호_V4,가변길이문자형,임무목표부호,식별자,Y,생략
1184,임무번호_V20,가변길이문자형,임무번호,번호,Y,생략
1185,임무보고서번호_V15,가변길이문자형,임무보고서번호,번호,Y,생략
1186,임무부여번호_V12,가변길이문자형,임무부여번호,번호,Y,생략
1187,임무수행평가결과코드_C1,고정길이문자형,임무수행평가결과코드,코드,Y,생략
1188,임무유형코드_C3,고정길이문자형,임무유형코드,코드,Y,생략
1189,임무지시번호_V20,가변길이문자형,임무지시번호,번호,Y,생략
1190,임무형보호태세단계코드_C1,고정길이문자형,임무형보호태세단계코드,코드,Y,생략
1191,임시재고번호_V8,가변길이문자형,임시재고번호,번호,Y,생략
1192,입고번호_V22,가변길이문자형,입고번호,번호,Y,생략
1193,입목죽종류코드_C2,고정길이문자형,입목죽종류코드,코드,Y,생략
1194,입찰공고번호_V11,가변길이문자형,입찰공고번호,번호,Y,생략
1195,입찰매체코드_C1,고정길이문자형,입찰매체코드,코드,Y,생략
1196,입출고번호_V22,가변길이문자형,입출고번호,번호,Y,생략
1197,자격발생상실구분코드_C1,고정길이문자형,자격발생상실구분코드,코드,Y,생략
1198,자격증번호_V20,가변길이문자형,자격증번호,번호,Y,생략
1199,자금거래구분코드_C4,고정길이문자형,자금거래구분코드,코드,Y,생략
1200,자금계획진행상태구분코드_C3,고정길이문자형,자금계획진행상태구분코드,코드,Y,생략
1201,자금물량적용구분코드_C1,고정길이문자형,자금물량적용구분코드,코드,Y,생략
1202,자금성질계정코드_C3,고정길이문자형,자금성질계정코드,코드,Y,생략
1203,자금원코드_C1,고정길이문자형,자금원코드,코드,Y,생략
1204,자금확정유형구분코드_C1,고정길이문자형,자금확정유형구분코드,코드,Y,생략
1205,자동차등록번호_V12,가변길이문자형,자동차등록번호,번호,Y,생략
1206,자료구조항목유형코드_C1,고정길이문자형,자료구조항목유형코드,코드,Y,생략
1207,자료번호_V30,가변길이문자형,자료번호,번호,Y,생략
1208,자료사전번호_V30,가변길이문자형,자료사전번호,번호,Y,생략
1209,자료실자료번호_I5,정수,자료실자료번호,번호,Y,생략
1210,자산단위코드_C3,고정길이문자형,자산단위코드,코드,Y,생략
1211,자산번호_V20,가변길이문자형,자산번호,번호,Y,생략
