행번호,도메인명,논리 데이터 유형,분류어,유형,대표 여부,정의내용
642,"백분율_F5,2",실수,백분율,비율,Y,생략
643,버전_V4,가변길이문자형,버전,식별자,N,생략
644,버전_V50,가변길이문자형,버전,식별자,Y,생략
645,버튼번호_V50,가변길이문자형,버튼번호,번호,Y,생략
646,번지_V4,가변길이문자형,번지,식별자,Y,생략
647,범위_V7,가변길이문자형,범위,체적,Y,생략
648,법인등록번호_V13,가변길이문자형,법인등록번호,번호,Y,생략
649,법정동코드_C10,고정길이문자형,법정동코드,코드,Y,생략
650,변경번호_I22,정수,변경번호,번호,Y,생략
651,변경요청번호_V8,가변길이문자형,변경요청번호,번호,Y,생략
652,병과코드_C4,고정길이문자형,병과코드,코드,Y,생략
653,병력피해원인구분코드_C2,고정길이문자형,병력피해원인구분코드,코드,Y,생략
654,병역코드_C2,고정길이문자형,병역코드,코드,Y,생략
655,병원유형코드_C1,고정길이문자형,병원유형코드,코드,Y,생략
656,병종코드_C6,고정길이문자형,병종코드,코드,Y,생략
657,보고구분코드_C1,고정길이문자형,보고구분코드,코드,Y,생략
658,보고번호_V20,가변길이문자형,보고번호,번호,Y,생략
659,보고서번호_V20,가변길이문자형,보고서번호,번호,Y,생략
660,보고서번호_V50,가변길이문자형,보고서번호,번호,N,생략
661,보관증빙서번호_V25,가변길이문자형,보관증빙서번호,번호,Y,생략
662,보급기능코드_C1,고정길이문자형,보급기능코드,코드,Y,생략
663,보급단위구분코드_C1,고정길이문자형,보급단위구분코드,코드,Y,생략
664,보급로구분코드_C1,고정길이문자형,보급로구분코드,코드,Y,생략
665,보급목적코드_C3,고정길이문자형,보급목적코드,코드,Y,생략
666,보급조치코드_C2,고정길이문자형,보급조치코드,코드,Y,생략
667,보급품검사결과코드_C1,고정길이문자형,보급품검사결과코드,코드,Y,생략
668,보수세척번호_V15,가변길이문자형,보수세척번호,번호,Y,생략
669,"보유량_F20,4",실수,보유량,수량,Y,생략
670,보증금구분코드_C1,고정길이문자형,보증금구분코드,코드,Y,생략
671,보증수단종류코드_C1,고정길이문자형,보증수단종류코드,코드,Y,생략
672,보증인번호_V20,가변길이문자형,보증인번호,번호,Y,생략
673,보험증권번호_V50,가변길이문자형,보험증권번호,번호,Y,생략
674,복구목표코드_C2,고정길이문자형,복구목표코드,코드,Y,생략
675,복구상태코드_C1,고정길이문자형,복구상태코드,코드,Y,생략
676,복구성품목코드_C2,고정길이문자형,복구성품목코드,코드,Y,생략
677,복무구분코드_C2,고정길이문자형,복무구분코드,코드,Y,생략
678,본번_V4,가변길이문자형,본번,식별자,Y,생략
679,본번_V5,가변길이문자형,본번,식별자,N,생략
680,부대규모코드_C2,고정길이문자형,부대규모코드,코드,Y,생략
681,부대상태구분코드_C2,고정길이문자형,부대상태구분코드,코드,Y,생략
682,부대성격그룹코드_C10,고정길이문자형,부대성격그룹코드,코드,N,생략
683,부대성격코드_C10,고정길이문자형,부대성격코드,코드,N,생략
684,부대유형코드_C10,고정길이문자형,부대유형코드,코드,N,생략
685,부대이동형태구분코드_C2,고정길이문자형,부대이동형태구분코드,코드,Y,생략
686,부대일련번호_V7,가변길이문자형,부대일련번호,번호,Y,생략
687,부대임무수행상태코드_C1,고정길이문자형,부대임무수행상태코드,코드,Y,생략
688,부대전개대형구분코드_C1,고정길이문자형,부대전개대형구분코드,코드,Y,생략
689,부대코드_C10,고정길이문자형,부대코드,코드,Y,생략
690,부대편제코드_C2,고정길이문자형,부대편제코드,코드,Y,생략
691,부문코드_C4,고정길이문자형,부문코드,코드,Y,생략
692,부번_V4,가변길이문자형,부번,식별자,Y,생략
693,부번_V5,가변길이문자형,부번,식별자,N,생략
694,부분품번호_V32,가변길이문자형,부분품번호,번호,Y,생략
695,부수_I10,정수,부수,수량,Y,생략
696,부품구분코드_C1,고정길이문자형,부품구분코드,코드,Y,생략
697,부품번호_V32,가변길이문자형,부품번호,번호,Y,생략
698,부품분류코드_C1,고정길이문자형,부품분류코드,코드,Y,생략
699,"부피_F12,2",실수,부피,체적,Y,생략
700,"부피_F19,6",실수,부피,체적,N,생략
701,부호계층번호_V30,가변길이문자형,부호계층번호,번호,Y,생략
702,부호분류코드_C3,고정길이문자형,부호분류코드,코드,Y,생략
703,부호집합코드_C1,고정길이문자형,부호집합코드,코드,Y,생략
704,"북위_F6,3",실수,북위,좌표,Y,생략
705,북한군인계급코드_C2,고정길이문자형,북한군인계급코드,코드,Y,생략
706,북한인물구분코드_C1,고정길이문자형,북한인물구분코드,코드,Y,생략
707,북한인물업무구분코드_C1,고정길이문자형,북한인물업무구분코드,코드,Y,생략
708,북한인물학력코드_C2,고정길이문자형,북한인물학력코드,코드,Y,생략
709,북한정당직책코드_C3,고정길이문자형,북한정당직책코드,코드,Y,생략
710,북한지역행정구역관리번호_I22,정수,북한지역행정구역관리번호,번호,Y,생략
711,분_I3,정수,분,시간,Y,생략
712,분_I8,정수,분,시간,N,생략
713,분기_V1,가변길이문자형,분기,날짜,Y,생략
714,분기코드_C1,고정길이문자형,분기코드,코드,Y,생략
715,분류번호_V30,가변길이문자형,분류번호,번호,Y,생략
716,분배번호_I10,정수,분배번호,번호,Y,생략
717,"분산_F15,5",실수,분산,수량,Y,생략
718,분야코드_C4,고정길이문자형,분야코드,코드,Y,생략
719,분초_I4,정수,분초,시간,Y,생략
720,분할납부구분코드_C1,고정길이문자형,분할납부구분코드,코드,Y,생략
721,불용결정사유코드_C1,고정길이문자형,불용결정사유코드,코드,Y,생략
722,불출문서번호_V22,가변길이문자형,불출문서번호,번호,Y,생략
723,불출번호_V10,가변길이문자형,불출번호,번호,Y,생략
724,불출조건코드_C1,고정길이문자형,불출조건코드,코드,Y,생략
725,불출증빙서번호_V22,가변길이문자형,불출증빙서번호,번호,Y,생략
726,불출통제코드_C1,고정길이문자형,불출통제코드,코드,Y,생략
727,붕괴진행정도코드_C1,고정길이문자형,붕괴진행정도코드,코드,Y,생략
728,비_F10,실수,비,금액,N,생략
729,"비_F15,2",실수,비,금액,N,생략
730,"비_F22,2",실수,비,금액,Y,생략
731,비고_V200,가변길이문자형,비고,텍스트,N,생략
732,비고_V2000,가변길이문자형,비고,텍스트,Y,생략
733,비고_V300,가변길이문자형,비고,텍스트,N,생략
734,비고_V4000,가변길이문자형,비고,텍스트,N,생략
735,비과시간_V10,가변길이문자형,비과시간,시간,Y,생략
736,비군사화코드_C1,고정길이문자형,비군사화코드,코드,Y,생략
737,비밀관리번호_V26,가변길이문자형,비밀관리번호,번호,Y,생략
738,비밀등급코드_C1,고정길이문자형,비밀등급코드,코드,Y,생략
739,비밀문서번호_V36,가변길이문자형,비밀문서번호,번호,Y,생략
740,비밀번호_V20,가변길이문자형,비밀번호,번호,Y,생략
741,비밀번호_V24,가변길이문자형,비밀번호,번호,N,생략
742,비용_F10,실수,비용,금액,N,생략
743,"비용_F15,2",실수,비용,금액,N,생략
744,"비용_F22,2",실수,비용,금액,Y,생략
745,"비율_F10,3",실수,비율,비율,N,생략
746,"비율_F7,4",실수,비율,비율,Y,생략
747,"비중_F6,3",실수,비중,비율,Y,생략
748,비축시설분류코드_C1,고정길이문자형,비축시설분류코드,코드,Y,생략
749,비축치장품목구분코드_C1,고정길이문자형,비축치장품목구분코드,코드,Y,생략
750,비콘번호_V7,가변길이문자형,비콘번호,번호,Y,생략
751,비행계획번호_V40,가변길이문자형,비행계획번호,번호,Y,생략
752,비행계획임무유형코드_C2,고정길이문자형,비행계획임무유형코드,코드,Y,생략
753,비행활동기종번호_V10,가변길이문자형,비행활동기종번호,번호,Y,생략
754,비활용품목식별코드_C1,고정길이문자형,비활용품목식별코드,코드,Y,생략
755,사거리_F10,실수,사거리,차원,N,생략
756,"사거리_F9,3",실수,사거리,차원,Y,생략
757,사거리구분코드_C2,고정길이문자형,사거리구분코드,코드,Y,생략
758,사건번호_V30,가변길이문자형,사건번호,번호,Y,생략
759,사격결과코드_C1,고정길이문자형,사격결과코드,코드,Y,생략
760,사격명령번호_V29,가변길이문자형,사격명령번호,번호,Y,생략
761,사격명령진행상태코드_C1,고정길이문자형,사격명령진행상태코드,코드,Y,생략
762,사격번호_I3,정수,사격번호,번호,Y,생략
763,사격유형코드_C1,고정길이문자형,사격유형코드,코드,Y,생략
764,사격장진지번호_V10,가변길이문자형,사격장진지번호,번호,Y,생략
765,사고번호_V15,가변길이문자형,사고번호,번호,Y,생략
766,사망원인코드_C3,고정길이문자형,사망원인코드,코드,Y,생략
767,사망유형코드_C1,고정길이문자형,사망유형코드,코드,Y,생략
768,사번_V20,가변길이문자형,사번,번호,Y,생략
769,사본번호_V10,가변길이문자형,사본번호,번호,Y,생략
770,사본총계번호_I3,정수,사본총계번호,번호,Y,생략
771,사서함번호_V5,가변길이문자형,사서함번호,번호,Y,생략
772,사업관리번호_V10,가변길이문자형,사업관리번호,번호,Y,생략
773,사업번호_V9,가변길이문자형,사업번호,번호,Y,생략
774,사업상태코드_C1,고정길이문자형,사업상태코드,코드,Y,생략
775,사업자등록번호_V10,가변길이문자형,사업자등록번호,번호,Y,생략
776,사용구분코드_C1,고정길이문자형,사용구분코드,코드,Y,생략
777,사용빈도코드_C1,고정길이문자형,사용빈도코드,코드,Y,생략
778,사용자번호_V20,가변길이문자형,사용자번호,번호,Y,생략
779,사용자신청번호_V8,가변길이문자형,사용자신청번호,번호,Y,생략
780,사유_V100,가변길이문자형,사유,텍스트,Y,생략
781,사유_V4000,가변길이문자형,사유,텍스트,N,생략
782,사유_V500,가변길이문자형,사유,텍스트,N,생략
783,사태구분코드_C2,고정길이문자형,사태구분코드,코드,Y,생략
784,산업대분류코드_C2,고정길이문자형,산업대분류코드,코드,Y,생략
785,산업세분류코드_C5,고정길이문자형,산업세분류코드,코드,Y,생략
786,산업소분류코드_C4,고정길이문자형,산업소분류코드,코드,Y,생략
787,산업재산권구분코드_C1,고정길이문자형,산업재산권구분코드,코드,Y,생략
788,산업중분류코드_C3,고정길이문자형,산업중분류코드,코드,Y,생략
789,상륙작전명령번호_V14,가변길이문자형,상륙작전명령번호,번호,Y,생략
790,상륙장소번호_V10,가변길이문자형,상륙장소번호,번호,Y,생략
791,상륙종별구분코드_C3,고정길이문자형,상륙종별구분코드,코드,Y,생략
792,상륙종별번호_I10,정수,상륙종별번호,번호,Y,생략
793,상륙종별파코드_C2,고정길이문자형,상륙종별파코드,코드,Y,생략
794,상륙해안색상코드_C2,고정길이문자형,상륙해안색상코드,코드,Y,생략
795,상세오류번호_I10,정수,상세오류번호,번호,Y,생략
796,상위번호_V20,가변길이문자형,상위번호,번호,Y,생략
797,상전력상태코드_C1,고정길이문자형,상전력상태코드,코드,Y,생략
798,상태구분코드_C1,고정길이문자형,상태구분코드,코드,Y,생략
799,상호운용성세부수준코드_C2,고정길이문자형,상호운용성세부수준코드,코드,Y,생략
800,상호운용성수준코드_C1,고정길이문자형,상호운용성수준코드,코드,Y,생략
801,상황도도시요소설명번호_V8,가변길이문자형,상황도도시요소설명번호,텍스트,Y,생략
802,상황번호_V23,가변길이문자형,상황번호,번호,Y,생략
803,상황보고번호_V50,가변길이문자형,상황보고번호,번호,Y,생략
804,상황세트번호_V6,가변길이문자형,상황세트번호,번호,Y,생략
805,상황일지번호_V50,가변길이문자형,상황일지번호,번호,Y,생략
806,상훈징계코드일련번호_V36,가변길이문자형,상훈징계코드일련번호,번호,Y,생략
807,색맹구분코드_C2,고정길이문자형,색맹구분코드,코드,Y,생략
808,색인번호_V15,가변길이문자형,색인번호,번호,Y,생략
809,생년월일_V8,가변길이문자형,생년월일,날짜,Y,생략
810,생물학작용제분류코드_C1,고정길이문자형,생물학작용제분류코드,코드,Y,생략
811,생물학작용제종류코드_C4,고정길이문자형,생물학작용제종류코드,코드,Y,생략
812,생산자번호_V6,가변길이문자형,생산자번호,번호,Y,생략
813,"서경_F6,3",실수,서경,좌표,Y,생략
814,선고지번호_V15,가변길이문자형,선고지번호,번호,Y,생략
815,선구역통제수단구분코드_C8,고정길이문자형,선구역통제수단구분코드,코드,Y,생략
816,선굵기코드_C1,고정길이문자형,선굵기코드,코드,Y,생략
817,선로구분코드_C1,고정길이문자형,선로구분코드,코드,Y,생략
818,선로번호_V5,가변길이문자형,선로번호,번호,Y,생략
819,선박항공기구분코드_C1,고정길이문자형,선박항공기구분코드,코드,Y,생략
820,선번호_V5,가변길이문자형,선번호,번호,Y,생략
821,선색상코드_C7,고정길이문자형,선색상코드,코드,Y,생략
822,선율_I4,정수,선율,비율,Y,생략
823,선율변화방식유형코드_C1,고정길이문자형,선율변화방식유형코드,코드,Y,생략
824,선적문서번호_V25,가변길이문자형,선적문서번호,번호,Y,생략
825,선진해운항공내부번호_V10,가변길이문자형,선진해운항공내부번호,번호,Y,생략
826,선체번호_V10,가변길이문자형,선체번호,번호,Y,생략
827,선하증권번호_V20,가변길이문자형,선하증권번호,번호,Y,생략
828,선회3방향코드_C1,고정길이문자형,선회3방향코드,코드,Y,생략
829,선회8방향코드_C1,고정길이문자형,선회8방향코드,코드,Y,생략
830,선회방향코드_C1,고정길이문자형,선회방향코드,코드,Y,생략
831,설계도번호_V15,가변길이문자형,설계도번호,번호,Y,생략
832,설명_BLOB,바이너리대형객체,설명,텍스트,N,생략
833,설명_CLOB,문자형대형객체,설명,텍스트,N,생략
834,설명_V100,가변길이문자형,설명,텍스트,N,생략
835,설명_V1000,가변길이문자형,설명,텍스트,N,생략
836,설명_V4000,가변길이문자형,설명,텍스트,Y,생략
837,성명_V20,가변길이문자형,성명,이름,Y,생략
838,성명_V50,가변길이문자형,성명,이름,N,생략
839,성별코드_C1,고정길이문자형,성별코드,코드,Y,생략
840,세부부대규모코드_C10,고정길이문자형,세부부대규모코드,코드,Y,생략
841,세부사업코드_C4,고정길이문자형,세부사업코드,코드,Y,생략
842,세부요소일련번호_V36,가변길이문자형,세부요소일련번호,번호,Y,생략
843,"세율_F5,2",실수,세율,비율,Y,생략
844,세입세출구분코드_C1,고정길이문자형,세입세출구분코드,코드,Y,생략
845,세출예산배정내역통보구분코드_C2,고정길이문자형,세출예산배정내역통보구분코드,코드,Y,생략
846,세트번호_V6,가변길이문자형,세트번호,번호,Y,생략
847,소관청이관구분코드_C2,고정길이문자형,소관청이관구분코드,코드,Y,생략
848,소관코드_C3,고정길이문자형,소관코드,코드,Y,생략
849,"소모량_F20,4",실수,소모량,수량,Y,생략
850,개인화기일련번호_V13,가변길이문자형,개인화기일련번호,번호,Y,생략
851,소송종류코드_C2,고정길이문자형,소송종류코드,코드,Y,생략
852,소요군조달원구분코드_C1,고정길이문자형,소요군조달원구분코드,코드,Y,생략
853,"소요시간_F6,0",실수,소요시간,시간,Y,생략
854,소요제기번호_V15,가변길이문자형,소요제기번호,번호,Y,생략
855,소요통제및청구참고코드_C1,고정길이문자형,소요통제및청구참고코드,코드,Y,생략
856,소프트웨어관리번호_I15,정수,소프트웨어관리번호,번호,Y,생략
857,소프트웨어버전번호_I15,정수,소프트웨어버전번호,번호,Y,생략
858,속도_F10,실수,속도,비율,N,생략
859,"속도_F20,10",실수,속도,비율,N,생략
860,"속도_F8,2",실수,속도,비율,Y,생략
861,"속력_F13,3",실수,속력,비율,Y,생략
862,속성번호_V5,가변길이문자형,속성번호,번호,Y,생략
863,송달구분코드_C2,고정길이문자형,송달구분코드,코드,Y,생략
864,송수신구분코드_C1,고정길이문자형,송수신구분코드,코드,Y,생략
865,송수신번호_I15,정수,송수신번호,번호,Y,생략
866,송장번호_V20,가변길이문자형,송장번호,번호,Y,생략
867,수_F10,실수,수,수량,Y,생략
868,"수_F10,4",실수,수,수량,N,생략
869,"수_F15,2",실수,수,수량,N,생략
870,"수_F20,4",실수,수,수량,N,생략
871,수_F5,실수,수,수량,N,생략
872,수당실비코드_C3,고정길이문자형,수당실비코드,코드,Y,생략
873,수량_F10,실수,수량,수량,N,생략
874,"수량_F15,2",실수,수량,수량,Y,생략
875,"수량_F20,4",실수,수량,수량,N,생략
876,수령문서번호_V20,가변길이문자형,수령문서번호,번호,Y,생략
877,수리부속검사상태코드_C1,고정길이문자형,수리부속검사상태코드,코드,Y,생략
878,수리부속품번호_V9,가변길이문자형,수리부속품번호,번호,Y,생략
879,수명_I10,정수,수명,수량,Y,생략
880,수목밀집정도코드_C5,고정길이문자형,수목밀집정도코드,코드,Y,생략
881,수배지역번호_V2,가변길이문자형,수배지역번호,번호,Y,생략
882,수불구번호_V10,가변길이문자형,수불구번호,번호,Y,생략
883,수불문서번호_V18,가변길이문자형,수불문서번호,번호,Y,생략
884,수불번호_I22,정수,수불번호,번호,Y,생략
885,수불통제원인코드_C1,고정길이문자형,수불통제원인코드,코드,Y,생략
886,수송능력구분코드_C1,고정길이문자형,수송능력구분코드,코드,Y,생략
887,수송방법코드_C1,고정길이문자형,수송방법코드,코드,Y,생략
888,수송상태코드_C1,고정길이문자형,수송상태코드,코드,Y,생략
889,수송의뢰문서번호_V50,가변길이문자형,수송의뢰문서번호,번호,Y,생략
890,수송지원형태코드_C1,고정길이문자형,수송지원형태코드,코드,Y,생략
891,"수심_F10,2",실수,수심,차원,Y,생략
892,"수온_F5,3",실수,수온,온도,Y,생략
893,수온_F6,실수,수온,온도,N,생략
894,수요예측기법코드_C2,고정길이문자형,수요예측기법코드,코드,Y,생략
895,수원지번호_V10,가변길이문자형,수원지번호,번호,Y,생략
896,"수위_F6,1",실수,수위,차원,Y,생략
897,수의계약사유코드_C3,고정길이문자형,수의계약사유코드,코드,Y,생략
898,수입관코드_C2,고정길이문자형,수입관코드,코드,Y,생략
899,수입목코드_C2,고정길이문자형,수입목코드,코드,Y,생략
900,수입예정문서번호_V22,가변길이문자형,수입예정문서번호,번호,Y,생략
901,수입증빙서발행번호_V3,가변길이문자형,수입증빙서발행번호,번호,Y,생략
902,수입증빙서번호_V22,가변길이문자형,수입증빙서번호,번호,Y,생략
903,수입지출구분코드_C1,고정길이문자형,수입지출구분코드,코드,Y,생략
904,수입항코드_C2,고정길이문자형,수입항코드,코드,Y,생략
905,수정계약사유코드_C2,고정길이문자형,수정계약사유코드,코드,Y,생략
906,"수준_F20,4",실수,수준,비율,N,생략
907,수준_F9,실수,수준,비율,Y,생략
908,수준_V5,가변길이문자형,수준,비율,N,생략
909,수중장애물구역모양코드_C1,고정길이문자형,수중장애물구역모양코드,코드,Y,생략
910,수집감지기종류코드_C2,고정길이문자형,수집감지기종류코드,코드,Y,생략
911,수집계획번호_V10,가변길이문자형,수집계획번호,번호,Y,생략
912,수집담당자번호_V3,가변길이문자형,수집담당자번호,번호,Y,생략
913,수집자산가용성코드_C1,고정길이문자형,수집자산가용성코드,코드,Y,생략
914,수집자산번호_I6,정수,수집자산번호,번호,Y,생략
915,수험번호_V20,가변길이문자형,수험번호,번호,Y,생략
916,순번_I10,정수,순번,식별자,N,생략
917,순번_I22,정수,순번,식별자,N,생략
918,순번_I3,정수,순번,식별자,Y,생략
919,순서_I14,정수,순서,비율,Y,생략
920,순서_I5,정수,순서,비율,N,생략
921,순위_I10,정수,순위,비율,N,생략
922,순위_I4,정수,순위,비율,Y,생략
923,순환수요구분코드_C1,고정길이문자형,순환수요구분코드,코드,Y,생략
924,"습도_F3,1",실수,습도,비율,Y,생략
925,습도유형코드_C1,고정길이문자형,습도유형코드,코드,Y,생략
926,습도코드_C2,고정길이문자형,습도코드,코드,Y,생략
927,승인구분코드_C1,고정길이문자형,승인구분코드,코드,Y,생략
928,승인문서번호_V20,가변길이문자형,승인문서번호,번호,Y,생략
929,승인번호_V18,가변길이문자형,승인번호,번호,Y,생략
930,승인통합임무명령서표적구분코드_C1,고정길이문자형,승인통합임무명령서표적구분코드,코드,Y,생략
931,시_I2,정수,시,시간,Y,생략
932,시각_DT,날짜,시각,시간,Y,생략
933,"시간_F22,4",실수,시간,시간,N,생략
934,"시간_F4,2",실수,시간,시간,N,생략
935,시간_F6,실수,시간,시간,Y,생략
936,시간대구분코드_C2,고정길이문자형,시간대구분코드,코드,Y,생략
937,시계거리구분코드_C1,고정길이문자형,시계거리구분코드,코드,Y,생략
938,시군구코드_C5,고정길이문자형,시군구코드,코드,Y,생략
939,시도상위관리번호_I22,정수,시도상위관리번호,번호,Y,생략
940,시력_V10,가변길이문자형,시력,비율,Y,생략
941,시료번호_V15,가변길이문자형,시료번호,번호,Y,생략
942,시뮬레이터번호_V20,가변길이문자형,시뮬레이터번호,번호,Y,생략
943,시분_DT,날짜,시분,시간,Y,생략
944,시분_V4,가변길이문자형,시분,시간,N,생략
945,시설거래유형1단계코드_C1,고정길이문자형,시설거래유형1단계코드,코드,Y,생략
946,시설거래유형2단계코드_C1,고정길이문자형,시설거래유형2단계코드,코드,Y,생략
947,시설거래유형3단계코드_C1,고정길이문자형,시설거래유형3단계코드,코드,Y,생략
948,시설거래유형4단계코드_C1,고정길이문자형,시설거래유형4단계코드,코드,Y,생략
949,시설구분코드_C8,고정길이문자형,시설구분코드,코드,Y,생략
950,시설물관리번호_V18,가변길이문자형,시설물관리번호,번호,Y,생략
951,시설물작업구분코드_C1,고정길이문자형,시설물작업구분코드,코드,Y,생략
952,시설번호_V10,가변길이문자형,시설번호,번호,Y,생략
953,시설운용유형코드_C1,고정길이문자형,시설운용유형코드,코드,Y,생략
954,시설자산이동구분코드_C2,고정길이문자형,시설자산이동구분코드,코드,Y,생략
955,시설종류부호코드_C5,고정길이문자형,시설종류부호코드,코드,Y,생략
956,시인번호_V8,가변길이문자형,시인번호,번호,Y,생략
957,시한성교환단위코드_C2,고정길이문자형,시한성교환단위코드,코드,Y,생략
958,시행지시번호_V2,가변길이문자형,시행지시번호,번호,Y,생략
959,시험계획번호_V10,가변길이문자형,시험계획번호,번호,Y,생략
960,시험기관구분코드_C1,고정길이문자형,시험기관구분코드,코드,Y,생략
961,시험번호_V12,가변길이문자형,시험번호,번호,Y,생략
962,시효시한성품목식별코드_C1,고정길이문자형,시효시한성품목식별코드,코드,Y,생략
963,시효중단구분코드_C2,고정길이문자형,시효중단구분코드,코드,Y,생략
964,식별번호_V15,가변길이문자형,식별번호,번호,Y,생략
965,식별번호_V30,가변길이문자형,식별번호,번호,N,생략
966,식별자_V10,가변길이문자형,식별자,식별자,Y,생략
967,식별표적일련번호_V30,가변길이문자형,식별표적일련번호,번호,Y,생략
968,"신뢰도_F10,3",실수,신뢰도,비율,Y,생략
969,신뢰도구분코드_C4,고정길이문자형,신뢰도구분코드,코드,Y,생략
970,신뢰성등급코드_C1,고정길이문자형,신뢰성등급코드,코드,Y,생략
971,신문대상자관리번호_V10,가변길이문자형,신문대상자관리번호,번호,Y,생략
972,신문특수첩보주제번호_I10,정수,신문특수첩보주제번호,번호,Y,생략
973,신분코드_C1,고정길이문자형,신분코드,코드,Y,생략
974,신빙성등급코드_C1,고정길이문자형,신빙성등급코드,코드,Y,생략
975,신용장번호_V20,가변길이문자형,신용장번호,번호,Y,생략
976,"신장_F5,2",실수,신장,차원,Y,생략
977,신청번호_V20,가변길이문자형,신청번호,번호,Y,생략
978,신체등급구분코드_C1,고정길이문자형,신체등급구분코드,코드,Y,생략
979,"심도_F8,2",실수,심도,차원,Y,생략
980,심리전매체구분코드_C2,고정길이문자형,심리전매체구분코드,코드,Y,생략
981,심의규격번호_V20,가변길이문자형,심의규격번호,번호,Y,생략
982,심의번호_I15,정수,심의번호,번호,Y,생략
983,쏘티구간번호_V2,가변길이문자형,쏘티구간번호,번호,Y,생략
984,아군부대규모코드_C2,고정길이문자형,아군부대규모코드,코드,Y,생략
985,아군의무시설코드_C15,고정길이문자형,아군의무시설코드,코드,Y,생략
986,아이콘번호_V4,가변길이문자형,아이콘번호,번호,Y,생략
987,안보교육기관일련번호_V36,가변길이문자형,안보교육기관일련번호,번호,Y,생략
988,암호화ID_V100,가변길이문자형,암호화ID,식별자,Y,생략
989,암호화비밀번호_V100,가변길이문자형,암호화비밀번호,번호,Y,생략
990,압력_F10,실수,압력,비율,N,생략
991,"압력_F8,2",실수,압력,비율,Y,생략
992,액_F10,실수,액,금액,N,생략
993,"액_F15,2",실수,액,금액,N,생략
994,"액_F22,2",실수,액,금액,Y,생략
995,야간활동유형코드_C1,고정길이문자형,야간활동유형코드,코드,Y,생략
996,양거리번호_I6,정수,양거리번호,번호,Y,생략
997,어선등록번호_V15,가변길이문자형,어선등록번호,번호,Y,생략
998,어선침범조치구분코드_C1,고정길이문자형,어선침범조치구분코드,코드,Y,생략
999,어학공인증명서종류코드_C2,고정길이문자형,어학공인증명서종류코드,코드,Y,생략
1000,엄체호유형코드_C1,고정길이문자형,엄체호유형코드,코드,Y,생략
1001,업무번호_V15,가변길이문자형,업무번호,번호,Y,생략
1002,업체등급코드_C2,고정길이문자형,업체등급코드,코드,Y,생략
1003,업체번호_V10,가변길이문자형,업체번호,번호,Y,생략
1004,업체제재유형코드_C1,고정길이문자형,업체제재유형코드,코드,Y,생략
1005,엔진번호_V25,가변길이문자형,엔진번호,번호,Y,생략
1006,여권번호_V12,가변길이문자형,여권번호,번호,Y,생략
1007,여부_C1,고정길이문자형,여부,식별자,Y,생략
1008,역종코드_C2,고정길이문자형,역종코드,코드,Y,생략
1009,역할번호_V10,가변길이문자형,역할번호,번호,Y,생략
1010,연동등록번호_V20,가변길이문자형,연동등록번호,번호,Y,생략
1011,연동자료번호_V15,가변길이문자형,연동자료번호,번호,Y,생략
1012,연동처리상태코드_C1,고정길이문자형,연동처리상태코드,코드,Y,생략
1013,연동체계코드_C2,고정길이문자형,연동체계코드,코드,Y,생략
1014,연령_I3,정수,연령,수량,Y,생략
1015,연료구분코드_C3,고정길이문자형,연료구분코드,코드,Y,생략
1016,연막발생유형코드_C1,고정길이문자형,연막발생유형코드,코드,Y,생략
1017,연막유형코드_C1,고정길이문자형,연막유형코드,코드,Y,생략
1018,연식_V8,가변길이문자형,연식,식별자,Y,생략
1019,연합군병종코드번호_V10,가변길이문자형,연합군병종코드번호,코드,Y,생략
1020,연합군부대규모코드번호_V10,가변길이문자형,연합군부대규모코드번호,번호,Y,생략
1021,열번호_I3,정수,열번호,번호,Y,생략
1022,염도_F3,실수,염도,비율,Y,생략
1023,영내외구분코드_C1,고정길이문자형,영내외구분코드,코드,Y,생략
1024,영상보고서관리번호_V12,가변길이문자형,영상보고서관리번호,번호,Y,생략
1025,영상수집자산유형코드_C2,고정길이문자형,영상수집자산유형코드,코드,Y,생략
1026,영상식별번호_V20,가변길이문자형,영상식별번호,번호,Y,생략
1027,영상종류코드_C2,고정길이문자형,영상종류코드,코드,Y,생략
1028,영상첩보요청우선순위코드_C1,고정길이문자형,영상첩보요청우선순위코드,코드,Y,생략
1029,영상첩보요청종류코드_C2,고정길이문자형,영상첩보요청종류코드,코드,Y,생략
1030,"예가_F15,2",실수,예가,금액,Y,생략
1031,예가평가기준코드_C1,고정길이문자형,예가평가기준코드,코드,Y,생략
1032,예광_C10,고정길이문자형,예광,텍스트,Y,생략
1033,예규번호_V15,가변길이문자형,예규번호,번호,Y,생략
1034,예량문서번호_V3,가변길이문자형,예량문서번호,번호,Y,생략
1035,예방정비점검결과코드_C1,고정길이문자형,예방정비점검결과코드,코드,Y,생략
1036,예비호기번호_V13,가변길이문자형,예비호기번호,번호,Y,생략
1037,예산과목구조구성코드_C1,고정길이문자형,예산과목구조구성코드,코드,Y,생략
1038,예산구분코드_C2,고정길이문자형,예산구분코드,코드,Y,생략
1039,예산변경구분코드_C2,고정길이문자형,예산변경구분코드,코드,Y,생략
1040,예산변경처리상태코드_C1,고정길이문자형,예산변경처리상태코드,코드,Y,생략
1041,예산승인상태구분코드_C3,고정길이문자형,예산승인상태구분코드,코드,Y,생략
1042,예산이월사유코드_C3,고정길이문자형,예산이월사유코드,코드,Y,생략
1043,예산작업구분코드_C2,고정길이문자형,예산작업구분코드,코드,Y,생략
