업체명,법인기업여부,최종업종코드,최종업종명,보증취급일자,취급종류,자금용도,보증상대처,보증금액범위
히****,여,G46463,"장난감 및 취미, 오락용품 도매업",2020-09-03,대출보증,운전자금,신한은행,1억이상 3억미만
현****,여,F41229,기타 토목시설물 건설업,2020-04-09,대출보증,운전자금,기업은행,1억이상 3억미만
파****,여,G46315,"신선, 냉동 및 기타 수산물 도매업",2020-03-20,대출보증,운전자금,기업은행,1억이상 3억미만
씨****,여,G47812,의료용 기구 소매업,2020-08-27,대출보증,운전자금,대구은행,1억이상 3억미만
농****,여,G46319,기타 신선식품 및 단순 가공식품 도매업,2020-03-23,대출보증,운전자금,기업은행,1억이상 3억미만
반****,여,C29120,유압기기 제조업,2020-02-17,대출보증,운전자금,기업은행,1억이상 3억미만
누****,여,I56129,기타 외국식 음식점업,2020-12-11,대출보증,운전자금,신한은행,1억이상 3억미만
누****,여,I56129,기타 외국식 음식점업,2020-12-17,대출보증,운전자금,신한은행,1억이상 3억미만
지****,여,F41129,기타 비주거용 건물 건설업,2020-06-01,대출보증,운전자금,기업은행,1억미만
유****,여,C13401,솜 및 실 염색가공업,2020-05-15,대출보증,운전자금,기업은행,3억이상 5억미만
와****,여,G46326,조미료 도매업,2020-04-28,대출보증,운전자금,기업은행,1억미만
지****,여,G46539,기타 산업용 기계 및 장비 도매업,2020-06-05,대출보증,운전자금,기업은행,1억이상 3억미만
윤****,여,C29199,그 외 기타 일반목적용 기계 제조업,2020-11-18,대출보증,운전자금,신한은행,1억이상 3억미만
동****,여,N74100,사업시설 유지ㆍ관리 서비스업,2020-10-27,대출보증,운전자금,기업은행,1억미만
비****,여,G46712,액체연료 및 관련제품 도매업,2020-05-26,대출보증,운전자금,신한은행,1억이상 3억미만
브****,여,G46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",2020-05-12,대출보증,운전자금,신한은행,1억이상 3억미만
에****,여,F42209,기타 건물 관련설비 설치 공사업,2020-02-17,대출보증,운전자금,기업은행,1억이상 3억미만
유****,여,G46325,커피 및 차류 도매업,2020-06-04,대출보증,운전자금,기업은행,1억이상 3억미만
제****,여,N76390,기타 산업용 기계 및 장비 임대업,2020-05-15,대출보증,운전자금,기업은행,1억이상 3억미만
고****,여,S96995,애완동물 장묘 및 보호 서비스업,2020-01-07,대출보증,운전자금,기업은행,1억미만
농****,여,G46315,"신선, 냉동 및 기타 수산물 도매업",2020-04-14,대출보증,운전자금,기업은행,1억이상 3억미만
에****,부,G46592,의료기기 도매업,2020-08-20,대출보증,운전자금,기업은행,1억이상 3억미만
롯****,여,G47121,슈퍼마켓,2020-01-08,대출보증,운전자금,기업은행,1억이상 3억미만
솔****,여,G46521,가전제품 및 부품 도매업,2020-04-22,대출보증,운전자금,기업은행,1억미만
디****,여,G46612,"골재, 벽돌 및 시멘트 도매업",2020-04-01,대출보증,운전자금,기업은행,1억이상 3억미만
농****,여,G46311,과실류 도매업,2020-03-05,대출보증,운전자금,기업은행,1억이상 3억미만
농****,부,G47121,슈퍼마켓,2020-01-10,대출보증,운전자금,기업은행,1억이상 3억미만
근****,여,C18113,오프셋 인쇄업,2020-08-06,대출보증,운전자금,기업은행,1억이상 3억미만
케****,여,C25929,그 외 기타 금속가공업,2020-04-23,대출보증,운전자금,기업은행,1억이상 3억미만
밸****,여,H52992,"화물운송 중개, 대리 및 관련 서비스업",2020-04-07,대출보증,운전자금,기업은행,1억이상 3억미만
제****,부,G47711,운송장비용 주유소 운영업,2020-01-22,대출보증,운전자금,기업은행,1억미만
나****,여,N75994,포장 및 충전업,2020-01-20,대출보증,운전자금,기업은행,1억미만
송****,여,F42134,포장 공사업,2020-08-06,대출보증,운전자금,기업은행,1억미만
더****,여,S96994,결혼 상담 및 준비 서비스업,2020-02-11,대출보증,운전자금,기업은행,1억미만
샘****,여,G46739,기타 화학물질 및 화학제품 도매업,2020-03-13,대출보증,운전자금,기업은행,1억이상 3억미만
비****,부,M73100,수의업,2020-02-11,대출보증,운전자금,기업은행,1억미만
마****,여,S95310,가전제품 수리업,2020-02-18,대출보증,운전자금,기업은행,1억미만
예****,여,C27192,정형외과용 및 신체보정용 기기 제조업,2020-02-14,대출보증,운전자금,기업은행,1억이상 3억미만
씨****,여,C22292,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",2020-01-30,대출보증,운전자금,기업은행,1억미만
남****,부,G47711,운송장비용 주유소 운영업,2020-01-30,대출보증,운전자금,기업은행,1억이상 3억미만
쓰****,여,J62021,컴퓨터시스템 통합 자문 및 구축 서비스업,2020-02-21,대출보증,운전자금,기업은행,1억이상 3억미만
에****,여,G46442,의료용품 도매업,2020-03-19,대출보증,운전자금,기업은행,1억미만
더****,부,G47121,슈퍼마켓,2020-02-06,대출보증,운전자금,기업은행,1억이상 3억미만
올****,여,G47912,전자상거래 소매업,2020-02-12,대출보증,운전자금,기업은행,3억이상 5억미만
씨****,여,G46443,화장품 및 화장용품 도매업,2020-06-16,대출보증,운전자금,기업은행,1억이상 3억미만
매****,여,M71310,광고 대행업,2020-02-13,대출보증,운전자금,기업은행,1억미만
에****,여,G46739,기타 화학물질 및 화학제품 도매업,2020-02-12,대출보증,운전자금,기업은행,1억이상 3억미만
플****,여,C21300,의료용품 및 기타 의약 관련제품 제조업,2020-08-11,대출보증,운전자금,기업은행,1억이상 3억미만
신****,부,C13221,침구 및 관련제품 제조업,2020-02-26,대출보증,운전자금,기업은행,1억미만
성****,여,C31114,선박 구성 부분품 제조업,2020-04-10,대출보증,운전자금,신한은행,1억이상 3억미만
비****,부,G46699,그 외 기타 건축자재 도매업,2020-03-04,대출보증,운전자금,기업은행,1억미만
탑****,여,G45120,중고 자동차 판매업,2020-02-12,대출보증,운전자금,기업은행,1억이상 3억미만
디****,여,M71310,광고 대행업,2020-02-28,대출보증,운전자금,기업은행,1억이상 3억미만
세****,부,G47711,운송장비용 주유소 운영업,2020-02-19,대출보증,운전자금,기업은행,1억이상 3억미만
큰****,여,P85699,그 외 기타 분류 안된 교육기관,2020-04-09,대출보증,운전자금,기업은행,1억미만
마****,부,G47811,의약품 및 의료용품 소매업,2020-03-20,대출보증,운전자금,기업은행,1억미만
성****,여,F42312,내부 전기배선 공사업,2020-02-25,대출보증,운전자금,기업은행,1억이상 3억미만
엘****,여,G46595,전기용 기계ㆍ장비 및 관련 기자재 도매업,2020-11-19,대출보증,운전자금,기업은행,1억이상 3억미만
다****,여,G46621,배관 및 냉ㆍ난방장치 도매업,2020-02-28,대출보증,운전자금,기업은행,1억이상 3억미만
의****,부,G46311,과실류 도매업,2020-03-06,대출보증,운전자금,기업은행,1억미만
대****,부,C30332,자동차용 신품 전기장치 제조업,2020-03-25,대출보증,운전자금,기업은행,1억이상 3억미만
라****,여,F42412,"도배, 실내장식 및 내장 목공사업",2020-03-10,대출보증,운전자금,기업은행,1억이상 3억미만
대****,부,G47711,운송장비용 주유소 운영업,2020-03-26,대출보증,운전자금,기업은행,3억이상 5억미만
큰****,여,C29271,반도체 제조용 기계 제조업,2020-11-30,대출보증,운전자금,기업은행,1억이상 3억미만
알****,여,G45219,기타 자동차 신품 부품 및 내장품 판매업,2020-11-06,대출보증,운전자금,기업은행,1억이상 3억미만
애****,여,M71310,광고 대행업,2020-03-06,대출보증,운전자금,기업은행,1억미만
하****,여,G46321,육류 가공식품 도매업,2020-04-14,대출보증,운전자금,기업은행,1억이상 3억미만
에****,부,G46621,배관 및 냉ㆍ난방장치 도매업,2020-03-16,대출보증,운전자금,기업은행,1억이상 3억미만
대****,여,G46313,육류 도매업,2020-03-02,대출보증,운전자금,기업은행,1억이상 3억미만
대****,여,H52992,"화물운송 중개, 대리 및 관련 서비스업",2020-03-18,대출보증,운전자금,기업은행,1억이상 3억미만
명****,여,H49232,전세버스 운송업,2020-02-28,대출보증,운전자금,기업은행,1억이상 3억미만
마****,여,G46322,수산물 가공식품 도매업,2020-03-05,대출보증,운전자금,기업은행,1억미만
엘****,여,G46521,가전제품 및 부품 도매업,2020-04-24,대출보증,운전자금,기업은행,1억미만
흥****,여,G47711,운송장비용 주유소 운영업,2020-03-03,대출보증,운전자금,기업은행,1억이상 3억미만
미****,여,G47912,전자상거래 소매업,2020-08-20,대출보증,운전자금,기업은행,1억이상 3억미만
이****,여,G46329,기타 가공식품 도매업,2020-03-06,대출보증,운전자금,기업은행,1억미만
대****,여,F42311,일반전기 공사업,2020-03-05,대출보증,운전자금,기업은행,1억이상 3억미만
제****,부,G47711,운송장비용 주유소 운영업,2020-03-26,대출보증,운전자금,기업은행,1억이상 3억미만
제****,여,C10309,기타 과실ㆍ채소 가공 및 저장 처리업,2020-03-16,대출보증,운전자금,기업은행,1억미만
문****,여,G47912,전자상거래 소매업,2020-03-31,대출보증,운전자금,기업은행,1억이상 3억미만
더****,여,I56111,한식 일반 음식점업,2020-03-18,대출보증,운전자금,기업은행,1억이상 3억미만
대****,여,I56199,간이음식 포장 판매 전문점,2020-03-20,대출보증,운전자금,기업은행,1억이상 3억미만
쓰****,여,H49401,택배업,2020-03-13,대출보증,운전자금,기업은행,1억이상 3억미만
코****,여,F42133,조적 및 석 공사업,2020-03-13,대출보증,운전자금,기업은행,1억미만
모****,여,C23911,건설용 석제품 제조업,2020-09-09,대출보증,운전자금,신한은행,1억이상 3억미만
금****,여,C29175,액체 여과기 제조업,2020-03-11,대출보증,운전자금,기업은행,1억이상 3억미만
마****,여,G47121,슈퍼마켓,2020-03-19,대출보증,운전자금,기업은행,1억이상 3억미만
원****,여,G47912,전자상거래 소매업,2020-03-10,대출보증,운전자금,기업은행,1억미만
현****,부,G46102,음ㆍ식료품 및 담배 중개업,2020-03-20,대출보증,운전자금,기업은행,1억이상 3억미만
두****,여,G47216,"빵류, 과자류 및 당류 소매업",2020-03-11,대출보증,운전자금,기업은행,1억이상 3억미만
스****,부,F42420,유리 및 창호 공사업,2020-03-26,대출보증,운전자금,기업은행,1억미만
우****,여,F42311,일반전기 공사업,2020-03-11,대출보증,운전자금,기업은행,1억미만
거****,여,F42201,배관 및 냉ㆍ난방 공사업,2020-04-28,대출보증,운전자금,기업은행,1억미만
로****,여,H49401,택배업,2020-03-27,대출보증,운전자금,기업은행,1억미만
하****,여,I56113,한식 육류요리 전문점,2020-03-16,대출보증,운전자금,기업은행,1억이상 3억미만
우****,여,F42491,"미장, 타일 및 방수 공사업",2020-04-06,대출보증,운전자금,기업은행,1억이상 3억미만
한****,여,G46742,직물 도매업,2020-03-31,대출보증,운전자금,기업은행,1억이상 3억미만
아****,부,G46315,"신선, 냉동 및 기타 수산물 도매업",2020-05-14,대출보증,운전자금,신한은행,1억이상 3억미만
허****,여,C20423,화장품 제조업,2020-10-22,대출보증,운전자금,기업은행,1억이상 3억미만
허****,여,C20423,화장품 제조업,2020-10-22,대출보증,운전자금,기업은행,1억미만
바****,부,R90199,그 외 기타 창작 및 예술관련 서비스업,2020-03-13,대출보증,운전자금,기업은행,1억미만
바****,부,R90199,그 외 기타 창작 및 예술관련 서비스업,2020-04-06,대출보증,운전자금,기업은행,1억미만
가****,부,G46312,"채소류, 서류 및 향신작물류 도매업",2020-03-23,대출보증,운전자금,기업은행,1억이상 3억미만
엠****,여,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020-03-10,대출보증,운전자금,기업은행,1억미만
루****,여,S96991,예식장업,2020-04-06,대출보증,운전자금,기업은행,1억이상 3억미만
대****,여,G46329,기타 가공식품 도매업,2020-03-12,대출보증,운전자금,기업은행,1억이상 3억미만
삼****,부,G47112,대형 마트,2020-04-01,대출보증,운전자금,기업은행,1억이상 3억미만
두****,여,F41121,사무ㆍ상업용 및 공공기관용 건물 건설업,2020-04-13,대출보증,운전자금,기업은행,1억이상 3억미만
두****,여,F41121,사무ㆍ상업용 및 공공기관용 건물 건설업,2020-05-13,대출보증,운전자금,신한은행,1억이상 3억미만
피****,여,G47911,전자상거래 소매 중개업,2020-03-20,대출보증,운전자금,기업은행,1억이상 3억미만
마****,부,R91133,수영장 운영업,2020-03-16,대출보증,운전자금,기업은행,1억미만
