일련번호,용도,업종,규모,신용평가기관,등급,발행일,표면금리
3200,차환,제조업,중기업,신보,K7,2017-09-21,4.42
3201,차환,도매 및 소매업,중기업,신보,K8,2017-09-21,4.42
3202,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K8,2017-09-21,4.47
3203,차환,도매 및 소매업,중견기업,신보,K7,2017-09-21,4.47
3204,차환,육상 운송 및 파이프라인 운송업,소기업,신보,K8,2017-09-21,4.52
3205,차환,제조업,중기업,신보,K8,2017-09-21,4.52
3206,차환,제조업,소기업,신보,K8,2017-09-21,4.52
3207,차환,도매 및 소매업,소기업,신보,K8,2017-09-21,4.52
3208,차환,도매 및 소매업,소기업,신보,K8,2017-09-21,4.52
3209,차환,도매 및 소매업,소기업,신보,K8,2017-09-21,4.52
3210,차환,제조업,소기업,신보,K8,2017-09-21,4.52
3211,차환,제조업,중기업,신평사,BB-,2017-09-21,4.52
3212,차환,도매 및 소매업,소기업,신보,K8,2017-09-21,4.52
3213,차환,제조업,소기업,신보,K8,2017-09-21,4.52
3214,차환,건설업,중기업,신보,K8,2017-09-21,4.52
3215,차환,도매 및 소매업,중기업,신보,K8,2017-09-21,4.52
3216,차환,도매 및 소매업,소기업,신보,K8,2017-09-21,4.52
3217,차환,도매 및 소매업,중기업,신보,K8,2017-09-21,4.52
3218,차환,제조업,중기업,신보,K9,2017-09-21,4.57
3219,차환,도매 및 소매업,소기업,신보,K9,2017-09-21,4.62
3220,차환,제조업,소기업,신보,K9,2017-09-21,4.62
3221,차환,도매 및 소매업,중기업,신보,K9,2017-09-21,4.62
3222,차환,제조업,소기업,신보,K8,2017-09-21,4.62
3223,차환,도매 및 소매업,중기업,신보,K9,2017-09-21,4.62
3224,차환,제조업,소기업,신보,K9,2017-09-21,4.62
3225,차환,제조업,중기업,신보,K9,2017-09-21,4.62
3226,차환,제조업,소기업,신보,K9,2017-09-21,4.62
3227,차환,제조업,중기업,신보,K9,2017-09-21,4.67
3228,차환,제조업,중기업,신보,K9,2017-09-21,4.67
3229,신규,제조업,중견기업,신평사,BB-,2017-09-21,4.69
3230,신규,도매 및 소매업,중견기업,신평사,BB-,2017-09-21,4.69
3231,차환,도매 및 소매업,소기업,신보,K9,2017-09-21,4.72
3232,차환,제조업,소기업,신보,K9,2017-09-21,4.72
3233,차환,건설업,중기업,신보,K9,2017-09-21,4.72
3234,차환,건설업,중기업,신보,K10,2017-09-21,4.72
3235,차환,제조업,중견기업,신보,K8,2017-09-21,4.72
3236,차환,제조업,중기업,신보,K9,2017-09-21,4.72
3237,차환,도매 및 소매업,중기업,신보,K9,2017-09-21,4.72
3238,차환,도매 및 소매업,중기업,신보,K9,2017-09-21,4.72
3239,차환,제조업,중기업,신보,K9,2017-09-21,4.72
3240,차환,제조업,중기업,신보,K9,2017-09-21,4.72
3241,차환,건설업,소기업,신보,K9,2017-09-21,4.72
3242,차환,도매 및 소매업,중기업,신보,K9,2017-09-21,4.72
3243,차환,제조업,중기업,신보,K9,2017-09-21,4.72
3244,차환,제조업,중기업,신보,K9,2017-09-21,4.72
3245,차환,건설업,중견기업,신평사,BB-,2017-09-21,4.72
3246,차환,도매 및 소매업,중기업,신보,K10,2017-09-21,4.77
3247,차환,도매 및 소매업,소기업,신보,K10,2017-09-21,4.77
3248,차환,제조업,중기업,신보,K9,2017-09-21,4.82
3249,차환,건설업,중기업,신보,K10,2017-09-21,4.82
3250,차환,도매 및 소매업,중기업,신보,K10,2017-09-21,4.82
3251,차환,도매 및 소매업,소기업,신보,K9,2017-09-21,4.82
3252,차환,건설업,소기업,신보,K10,2017-09-21,4.82
3253,차환,제조업,소기업,신보,K10,2017-09-21,4.82
3254,차환,제조업,중기업,신보,K10,2017-09-21,4.82
3255,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K10,2017-09-21,4.82
3256,차환,건설업,중기업,신보,K10,2017-09-21,4.82
3257,차환,도매 및 소매업,소기업,신보,K10,2017-09-21,4.92
3258,차환,도매 및 소매업,중기업,신보,K10,2017-09-21,4.92
3259,차환,제조업,소기업,신보,K10,2017-09-21,4.92
3260,차환,도매 및 소매업,중기업,신보,K10,2017-09-21,4.92
3261,차환,제조업,중기업,신보,K10,2017-09-21,4.92
3262,차환,제조업,소기업,신보,K10,2017-09-21,4.92
3263,차환,제조업,소기업,신보,K11,2017-09-21,5.02
3264,차환,제조업,소기업,신보,K11,2017-09-21,5.02
3265,차환,제조업,소기업,신보,K11,2017-09-21,5.02
3266,차환,제조업,소기업,신보,K11,2017-09-21,5.02
3267,차환,제조업,소기업,신보,K10,2017-09-21,5.02
3268,차환,도매 및 소매업,중기업,신보,K11,2017-09-21,5.02
3269,차환,제조업,중기업,신보,K10,2017-09-21,5.02
3270,차환,제조업,소기업,신보,K11,2017-09-21,5.07
3271,차환,도매 및 소매업,중기업,신보,K11,2017-09-21,5.12
3272,차환,제조업,소기업,신보,K11,2017-09-21,5.12
3273,차환,제조업,소기업,신보,K11,2017-09-21,5.12
3274,차환,건설업,중기업,신보,K11,2017-09-21,5.12
3275,차환,제조업,소기업,신보,K11,2017-09-21,5.12
3276,차환,제조업,소기업,신보,K11,2017-09-21,5.12
3277,차환,도매 및 소매업,중기업,신보,K11,2017-09-21,5.12
3278,차환,건설업,소기업,신보,K11,2017-09-21,5.12
3279,차환,도매 및 소매업,중기업,신보,K11,2017-09-21,5.12
3280,차환,제조업,소기업,신보,K11,2017-09-21,5.12
3281,차환,제조업,소기업,신보,K11,2017-09-21,5.12
3282,차환,제조업,소기업,신보,K11,2017-09-21,5.12
3283,차환,제조업,소기업,신보,K13,2017-09-21,5.22
3284,차환,도매 및 소매업,중기업,신보,K14,2017-09-21,5.22
3285,차환,제조업,중기업,신보,K13,2017-09-21,5.22
3286,차환,제조업,소기업,신보,K15,2017-09-21,5.22
3287,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K14,2017-09-21,5.22
3288,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K13,2017-09-21,5.22
3289,차환,건설업,소기업,신보,K14,2017-09-21,5.22
3290,차환,건설업,소기업,신보,K13,2017-09-21,5.22
3291,차환,제조업,소기업,신보,K13,2017-09-21,5.22
3292,차환,제조업,중기업,신보,K14,2017-09-21,5.22
3293,차환,제조업,중기업,신보,K11,2017-09-21,5.32
3294,차환,도매 및 소매업,중기업,신보,K11,2017-09-21,5.32
3295,차환,도매 및 소매업,소기업,신보,K12,2017-09-21,5.32
3296,차환,제조업,소기업,신보,K14,2017-09-21,5.32
3297,차환,제조업,중기업,신보,K14,2017-09-21,5.32
3298,차환,제조업,소기업,신보,K11,2017-09-21,5.32
3299,차환,제조업,소기업,신보,K11,2017-09-21,5.32
3300,차환,제조업,소기업,신보,K14,2017-09-21,5.32
3301,차환,제조업,소기업,신보,K13,2017-09-21,5.32
3302,차환,도매 및 소매업,중기업,신보,K11,2017-09-21,5.32
3303,차환,건설업,소기업,신보,K15,2017-09-21,5.32
3304,차환,제조업,소기업,신보,K12,2017-09-21,5.32
3305,차환,도매 및 소매업,중기업,신보,K13,2017-09-21,5.32
3306,차환,제조업,소기업,신보,K13,2017-09-21,5.32
3307,차환,제조업,소기업,신보,K14,2017-09-21,5.32
3308,차환,제조업,중기업,신보,K13,2017-09-21,5.32
3309,차환,도매 및 소매업,중기업,신보,K15,2017-09-21,5.32
3310,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K11,2017-09-21,5.42
3311,차환,제조업,소기업,신보,K15,2017-09-21,5.42
3312,차환,도매 및 소매업,중기업,신보,K15,2017-09-21,5.42
3313,차환,건설업,중기업,신보,K11,2017-09-21,5.42
3314,차환,도매 및 소매업,소기업,신보,K15,2017-09-21,5.42
3315,차환,도매 및 소매업,중기업,신보,K12,2017-09-21,5.52
3316,차환,도매 및 소매업,소기업,신보,K14,2017-09-21,5.52
3317,차환,제조업,소기업,신보,K14,2017-09-21,5.52
3318,차환,제조업,소기업,신보,K14,2017-09-21,5.52
3319,차환,건설업,소기업,신보,K12,2017-09-21,5.52
3320,차환,육상 운송 및 파이프라인 운송업,소기업,신보,K14,2017-09-21,5.52
3321,차환,건설업,중기업,신보,K15,2017-09-21,5.52
3322,차환,도매 및 소매업,중기업,신보,K15,2017-09-21,5.62
3323,신규,제조업,소기업,신보,K1,2017-10-26,3.04
3324,신규,제조업,중기업,신보,K1,2017-10-26,3.04
3325,신규,제조업,중기업,신보,K1,2017-10-26,3.04
3326,신규,제조업,소기업,신보,K1,2017-10-26,3.14
3327,신규,제조업,소기업,신보,K1,2017-10-26,3.24
3328,신규,제조업,소기업,신보,K1,2017-10-26,3.24
3329,신규,제조업,소기업,신보,K2,2017-10-26,3.24
3330,신규,제조업,중기업,신보,K1,2017-10-26,3.24
3331,신규,제조업,중기업,신보,K2,2017-10-26,3.24
3332,신규,제조업,중기업,신보,K2,2017-10-26,3.24
3333,신규,제조업,중기업,신보,K1,2017-10-26,3.24
3334,신규,제조업,중기업,신보,K2,2017-10-26,3.24
3335,신규,제조업,중기업,신보,K2,2017-10-26,3.24
3336,신규,제조업,중기업,신보,K2,2017-10-26,3.24
3337,차환,도매 및 소매업,중기업,신보,K1,2017-10-26,3.32
3338,차환,제조업,소기업,신보,K1,2017-10-26,3.37
3339,차환,제조업,소기업,신보,K1,2017-10-26,3.37
3340,신규,제조업,중기업,신보,K2,2017-10-26,3.44
3341,신규,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K3,2017-10-26,3.44
3342,신규,도매 및 소매업,중기업,신보,K2,2017-10-26,3.44
3343,신규,건설업,중기업,신보,K3,2017-10-26,3.44
3344,신규,제조업,소기업,신보,K2,2017-10-26,3.44
3345,신규,도매 및 소매업,중기업,신보,K2,2017-10-26,3.44
3346,신규,제조업,중기업,신보,K3,2017-10-26,3.44
3347,신규,제조업,중기업,신보,K2,2017-10-26,3.44
3348,신규,제조업,중기업,신보,K2,2017-10-26,3.44
3349,차환,건설업,중견기업,신평사,BBB,2017-10-26,3.47
3350,차환,도매 및 소매업,중기업,신보,K1,2017-10-26,3.47
3351,차환,도매 및 소매업,소기업,신보,K2,2017-10-26,3.52
3352,차환,보건업,소기업,신보,K2,2017-10-26,3.52
3353,차환,제조업,중기업,신보,K2,2017-10-26,3.52
3354,차환,제조업,소기업,신보,K2,2017-10-26,3.52
3355,신규,제조업,소기업,신보,K2,2017-10-26,3.54
3356,신규,도매 및 소매업,소기업,신보,K2,2017-10-26,3.54
3357,신규,육상 운송 및 파이프라인 운송업,소기업,신보,K2,2017-10-26,3.54
3358,신규,건설업,중기업,신보,K2,2017-10-26,3.54
3359,신규,제조업,소기업,신보,K2,2017-10-26,3.54
3360,신규,"하수처리, 폐기물처리 및 청소관련 서비스업",중기업,신보,K2,2017-10-26,3.54
3361,차환,제조업,소기업,신보,K2,2017-10-26,3.57
3362,차환,도매 및 소매업,소기업,신보,K2,2017-10-26,3.57
3363,신규,제조업,중견기업,신평사,BBB-,2017-10-26,3.64
3364,신규,도매 및 소매업,중기업,신보,K4,2017-10-26,3.64
3365,신규,제조업,중기업,신보,K4,2017-10-26,3.64
3366,신규,제조업,소기업,신보,K4,2017-10-26,3.64
3367,신규,제조업,중기업,신보,K3,2017-10-26,3.64
3368,신규,정보처리 및 기타 컴퓨터 운영 관련업,소기업,신보,K3,2017-10-26,3.64
3369,신규,도매 및 소매업,중기업,신보,K3,2017-10-26,3.64
3370,신규,제조업,한시성중소기업,신보,K3,2017-10-26,3.64
3371,신규,제조업,중기업,신보,K3,2017-10-26,3.64
3372,신규,도매 및 소매업,중견기업,신평사,BBB-,2017-10-26,3.64
3373,신규,제조업,소기업,신보,K3,2017-10-26,3.64
3374,신규,도매 및 소매업,중견기업,신보,K2,2017-10-26,3.64
3375,신규,제조업,중견기업,신평사,BBB-,2017-10-26,3.64
3376,신규,보건업,중기업,신보,K4,2017-10-26,3.64
3377,신규,제조업,소기업,신보,K3,2017-10-26,3.64
3378,신규,제조업,소기업,신보,K3,2017-10-26,3.64
3379,신규,제조업,중기업,신보,K3,2017-10-26,3.64
3380,신규,제조업,중견기업,신평사,BBB-,2017-10-26,3.64
3381,신규,도매 및 소매업,중기업,신보,K3,2017-10-26,3.64
3382,차환,도매 및 소매업,중기업,신보,K2,2017-10-26,3.67
3383,차환,제조업,중기업,신보,K3,2017-10-26,3.67
3384,차환,제조업,중기업,신보,K2,2017-10-26,3.67
3385,차환,제조업,소기업,신보,K3,2017-10-26,3.72
3386,신규,"영화, 방송 및 공연산업",소기업,신보,K3,2017-10-26,3.74
3387,신규,육상 운송 및 파이프라인 운송업,소기업,신보,K3,2017-10-26,3.74
3388,신규,제조업,소기업,신보,K4,2017-10-26,3.74
3389,신규,도매 및 소매업,소기업,신보,K3,2017-10-26,3.74
3390,신규,도매 및 소매업,소기업,신보,K3,2017-10-26,3.74
3391,신규,도매 및 소매업,소기업,신보,K3,2017-10-26,3.74
3392,신규,제조업,소기업,신보,K3,2017-10-26,3.74
3393,신규,제조업,소기업,신보,K3,2017-10-26,3.74
3394,신규,도매 및 소매업,소기업,신보,K3,2017-10-26,3.74
3395,신규,도매 및 소매업,중기업,신보,K3,2017-10-26,3.74
3396,신규,도매 및 소매업,소기업,신보,K3,2017-10-26,3.74
3397,차환,도매 및 소매업,소기업,신보,K3,2017-10-26,3.77
3398,차환,보건업,중기업,신보,K3,2017-10-26,3.77
3399,차환,"하수처리, 폐기물처리 및 청소관련 서비스업",소기업,신보,K3,2017-10-26,3.77
3400,차환,제조업,중기업,신보,K3,2017-10-26,3.77
3401,차환,도매 및 소매업,중기업,신보,K3,2017-10-26,3.77
3402,차환,제조업,중기업,신보,K3,2017-10-26,3.82
3403,신규,정보처리 및 기타 컴퓨터 운영 관련업,소기업,신보,K4,2017-10-26,3.84
3404,신규,제조업,중기업,신보,K4,2017-10-26,3.84
3405,신규,제조업,중기업,신보,K4,2017-10-26,3.84
3406,신규,제조업,소기업,신보,K4,2017-10-26,3.84
3407,신규,도매 및 소매업,중기업,신보,K5,2017-10-26,3.84
3408,신규,도매 및 소매업,중기업,신보,K4,2017-10-26,3.84
3409,신규,제조업,중기업,신보,K5,2017-10-26,3.84
3410,신규,도매 및 소매업,중기업,신보,K5,2017-10-26,3.84
3411,신규,도매 및 소매업,중기업,신보,K4,2017-10-26,3.84
3412,신규,도매 및 소매업,소기업,신보,K4,2017-10-26,3.84
3413,신규,도매 및 소매업,중기업,신보,K4,2017-10-26,3.84
3414,신규,제조업,중기업,신보,K4,2017-10-26,3.84
3415,신규,제조업,중기업,신보,K4,2017-10-26,3.84
3416,신규,제조업,중기업,신보,K4,2017-10-26,3.84
3417,신규,제조업,중기업,신보,K4,2017-10-26,3.84
3418,신규,육상 운송 및 파이프라인 운송업,한시성중소기업,신보,K4,2017-10-26,3.84
3419,차환,도매 및 소매업,중기업,신보,K4,2017-10-26,3.87
3420,차환,제조업,소기업,신보,K3,2017-10-26,3.87
3421,차환,도매 및 소매업,중기업,신보,K4,2017-10-26,3.87
3422,차환,도매 및 소매업,중기업,신보,K4,2017-10-26,3.87
3423,차환,도매 및 소매업,중기업,신보,K3,2017-10-26,3.87
3424,신규,도매 및 소매업,중기업,신보,K5,2017-10-26,3.94
3425,신규,도매 및 소매업,소기업,신보,K4,2017-10-26,3.94
3426,신규,제조업,중기업,신보,K4,2017-10-26,3.94
3427,신규,건설업,중기업,신보,K4,2017-10-26,3.94
3428,신규,제조업,중기업,신보,K5,2017-10-26,3.94
3429,신규,육상 운송 및 파이프라인 운송업,소기업,신보,K4,2017-10-26,3.94
3430,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K4,2017-10-26,3.97
3431,차환,도매 및 소매업,중기업,신보,K4,2017-10-26,3.97
3432,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K4,2017-10-26,3.97
3433,차환,제조업,한시성중소기업,신보,K4,2017-10-26,3.97
3434,차환,도매 및 소매업,한시성중소기업,신보,K4,2017-10-26,3.97
3435,차환,제조업,소기업,신보,K4,2017-10-26,3.97
3436,차환,제조업,중기업,신보,K4,2017-10-26,3.97
3437,차환,제조업,중기업,신보,K4,2017-10-26,3.97
3438,차환,제조업,소기업,신보,K4,2017-10-26,3.97
3439,차환,제조업,중기업,신보,K4,2017-10-26,3.97
3440,차환,도매 및 소매업,중기업,신보,K4,2017-10-26,3.97
3441,차환,도매 및 소매업,중기업,신보,K4,2017-10-26,3.97
3442,차환,도매 및 소매업,중기업,신보,K4,2017-10-26,3.97
3443,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K4,2017-10-26,4.02
3444,신규,제조업,중기업,신보,K5,2017-10-26,4.04
3445,신규,제조업,소기업,신보,K5,2017-10-26,4.04
3446,신규,제조업,소기업,신보,K5,2017-10-26,4.04
3447,신규,제조업,소기업,신보,K5,2017-10-26,4.04
3448,신규,도매 및 소매업,중기업,신보,K5,2017-10-26,4.04
3449,신규,제조업,중기업,신보,K5,2017-10-26,4.04
3450,신규,제조업,중기업,신보,K5,2017-10-26,4.04
3451,신규,제조업,소기업,신보,K5,2017-10-26,4.04
3452,신규,제조업,중기업,신보,K5,2017-10-26,4.04
3453,신규,건설업,중기업,신보,K5,2017-10-26,4.04
3454,신규,제조업,소기업,신보,K5,2017-10-26,4.04
3455,차환,제조업,소기업,신보,K4,2017-10-26,4.07
3456,차환,도매 및 소매업,중기업,신보,K5,2017-10-26,4.12
3457,차환,도매 및 소매업,소기업,신보,K5,2017-10-26,4.12
3458,신규,제조업,소기업,신보,K6,2017-10-26,4.14
3459,신규,도매 및 소매업,중기업,신보,K5,2017-10-26,4.14
3460,신규,육상 운송 및 파이프라인 운송업,중기업,신보,K5,2017-10-26,4.14
3461,신규,도매 및 소매업,소기업,신보,K5,2017-10-26,4.14
3462,신규,건설업,소기업,신보,K5,2017-10-26,4.14
3463,신규,제조업,중기업,신보,K5,2017-10-26,4.14
3464,신규,제조업,소기업,신보,K5,2017-10-26,4.14
3465,신규,도매 및 소매업,중기업,신보,K5,2017-10-26,4.14
3466,차환,제조업,중기업,신보,K5,2017-10-26,4.17
3467,차환,도매 및 소매업,소기업,신보,K5,2017-10-26,4.17
3468,차환,도매 및 소매업,중기업,신보,K5,2017-10-26,4.17
3469,차환,제조업,중기업,신보,K5,2017-10-26,4.17
3470,차환,도매 및 소매업,중기업,신보,K5,2017-10-26,4.17
3471,차환,건설업,중견기업,신평사,BB+,2017-10-26,4.17
3472,차환,도매 및 소매업,중기업,신보,K5,2017-10-26,4.17
3473,차환,도매 및 소매업,중기업,신보,K5,2017-10-26,4.17
3474,차환,제조업,중기업,신보,K5,2017-10-26,4.17
3475,차환,제조업,소기업,신보,K5,2017-10-26,4.17
3476,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K4,2017-10-26,4.17
3477,차환,도매 및 소매업,중기업,신보,K5,2017-10-26,4.17
3478,차환,건설업,중견기업,신평사,BB+,2017-10-26,4.17
3479,차환,제조업,중기업,신보,K5,2017-10-26,4.17
3480,차환,제조업,중기업,신보,K5,2017-10-26,4.22
3481,차환,제조업,중기업,신보,K5,2017-10-26,4.22
3482,신규,제조업,중기업,신보,K6,2017-10-26,4.24
3483,신규,도매 및 소매업,소기업,신보,K6,2017-10-26,4.24
3484,신규,제조업,중기업,신보,K6,2017-10-26,4.24
3485,신규,제조업,소기업,신보,K6,2017-10-26,4.24
3486,신규,제조업,중기업,신보,K6,2017-10-26,4.24
3487,신규,제조업,중기업,신보,K6,2017-10-26,4.24
3488,신규,제조업,중견기업,신보,K4,2017-10-26,4.24
3489,신규,제조업,중기업,신보,K6,2017-10-26,4.24
3490,신규,제조업,중기업,신보,K6,2017-10-26,4.24
3491,신규,제조업,중기업,신보,K6,2017-10-26,4.24
3492,신규,제조업,소기업,신보,K6,2017-10-26,4.24
3493,차환,도매 및 소매업,소기업,신보,K6,2017-10-26,4.27
3494,차환,제조업,중견기업,신평사,BB+,2017-10-26,4.27
3495,차환,도매 및 소매업,중기업,신보,K6,2017-10-26,4.27
3496,차환,도매 및 소매업,중기업,신보,K5,2017-10-26,4.27
3497,차환,제조업,소기업,신보,K6,2017-10-26,4.27
3498,신규,건설업,중기업,신보,K6,2017-10-26,4.34
3499,신규,건설업,소기업,신보,K6,2017-10-26,4.34
3500,신규,제조업,중기업,신보,K6,2017-10-26,4.34
3501,신규,건설업,중기업,신보,K6,2017-10-26,4.34
3502,신규,제조업,중기업,신보,K6,2017-10-26,4.34
3503,신규,제조업,중기업,신보,K6,2017-10-26,4.34
3504,차환,도매 및 소매업,한시성중소기업,신보,K6,2017-10-26,4.37
3505,차환,도매 및 소매업,소기업,신보,K6,2017-10-26,4.37
3506,차환,도매 및 소매업,중기업,신보,K6,2017-10-26,4.37
3507,차환,도매 및 소매업,중기업,신보,K6,2017-10-26,4.37
3508,차환,제조업,소기업,신보,K6,2017-10-26,4.37
3509,차환,도매 및 소매업,소기업,신보,K6,2017-10-26,4.37
3510,차환,건설업,소기업,신보,K6,2017-10-26,4.37
3511,차환,도매 및 소매업,중기업,신보,K6,2017-10-26,4.37
3512,차환,도매 및 소매업,중기업,신보,K6,2017-10-26,4.37
3513,차환,도매 및 소매업,중기업,신보,K6,2017-10-26,4.42
3514,차환,도매 및 소매업,소기업,신보,K6,2017-10-26,4.42
3515,신규,도매 및 소매업,중기업,신보,K7,2017-10-26,4.44
3516,신규,제조업,중기업,신보,K7,2017-10-26,4.44
3517,차환,도매 및 소매업,소기업,신보,K6,2017-10-26,4.47
3518,차환,도매 및 소매업,소기업,신보,K6,2017-10-26,4.47
3519,차환,도매 및 소매업,중기업,신보,K6,2017-10-26,4.47
3520,차환,통신업,중기업,신보,K6,2017-10-26,4.47
3521,차환,도매 및 소매업,중기업,신보,K6,2017-10-26,4.47
3522,차환,제조업,소기업,신보,K6,2017-10-26,4.47
3523,차환,"영화, 방송 및 공연산업",중기업,신보,K6,2017-10-26,4.47
3524,차환,도매 및 소매업,중기업,신보,K6,2017-10-26,4.47
3525,차환,도매 및 소매업,중기업,신보,K6,2017-10-26,4.47
3526,차환,도매 및 소매업,소기업,신보,K6,2017-10-26,4.47
3527,차환,제조업,소기업,신보,K6,2017-10-26,4.47
3528,차환,도매 및 소매업,중견기업,신보,K5,2017-10-26,4.47
3529,차환,도매 및 소매업,중기업,신보,K6,2017-10-26,4.47
3530,차환,제조업,중기업,신보,K6,2017-10-26,4.47
3531,차환,제조업,소기업,신보,K6,2017-10-26,4.47
3532,차환,제조업,중기업,신보,K6,2017-10-26,4.47
3533,차환,건설업,중기업,신보,K6,2017-10-26,4.47
3534,차환,도매 및 소매업,중기업,신보,K7,2017-10-26,4.52
3535,신규,제조업,소기업,신보,K7,2017-10-26,4.54
3536,신규,도매 및 소매업,중기업,신보,K7,2017-10-26,4.54
3537,신규,제조업,중기업,신보,K7,2017-10-26,4.54
3538,신규,건설업,중기업,신보,K7,2017-10-26,4.54
3539,신규,제조업,소기업,신보,K8,2017-10-26,4.54
3540,신규,도매 및 소매업,중기업,신보,K7,2017-10-26,4.54
3541,신규,제조업,소기업,신보,K7,2017-10-26,4.54
3542,차환,도매 및 소매업,소기업,신보,K7,2017-10-26,4.57
3543,차환,제조업,중기업,신보,K7,2017-10-26,4.57
3544,차환,제조업,중견기업,신평사,BB,2017-10-26,4.57
3545,차환,제조업,중기업,신보,K7,2017-10-26,4.57
3546,차환,제조업,소기업,신보,K7,2017-10-26,4.57
3547,차환,도매 및 소매업,중기업,신보,K6,2017-10-26,4.57
3548,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K6,2017-10-26,4.57
3549,차환,제조업,소기업,신보,K7,2017-10-26,4.57
3550,신규,정보처리 및 기타 컴퓨터 운영 관련업,소기업,신보,K8,2017-10-26,4.64
3551,신규,도매 및 소매업,소기업,신보,K8,2017-10-26,4.64
3552,차환,도매 및 소매업,중기업,신보,K7,2017-10-26,4.67
3553,차환,건설업,소기업,신보,K8,2017-10-26,4.67
3554,차환,제조업,소기업,신보,K7,2017-10-26,4.67
3555,차환,도매 및 소매업,중기업,신보,K7,2017-10-26,4.67
3556,신규,제조업,소기업,신보,K8,2017-10-26,4.74
3557,신규,건설업,소기업,신보,K8,2017-10-26,4.74
3558,차환,건설업,중기업,신보,K8,2017-10-26,4.77
3559,차환,건설업,중기업,신보,K8,2017-10-26,4.77
3560,차환,건설업,중기업,신보,K7,2017-10-26,4.77
3561,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K8,2017-10-26,4.77
3562,차환,제조업,소기업,신보,K7,2017-10-26,4.77
3563,차환,제조업,중기업,신보,K8,2017-10-26,4.82
3564,신규,제조업,중견기업,신보,K7,2017-10-26,4.84
3565,차환,도매 및 소매업,중기업,신보,K8,2017-10-26,4.87
3566,차환,제조업,중기업,신보,K8,2017-10-26,4.87
3567,차환,제조업,중기업,신보,K8,2017-10-26,4.87
3568,차환,제조업,소기업,신보,K8,2017-10-26,4.87
3569,차환,제조업,소기업,신보,K8,2017-10-26,4.87
3570,차환,도매 및 소매업,소기업,신보,K8,2017-10-26,4.87
3571,신규,제조업,소기업,신보,K9,2017-10-26,4.94
3572,신규,제조업,중기업,신보,K9,2017-10-26,4.94
3573,신규,제조업,중기업,신보,K9,2017-10-26,4.94
3574,차환,도매 및 소매업,중기업,신보,K9,2017-10-26,4.97
3575,차환,건설업,소기업,신보,K9,2017-10-26,4.97
3576,차환,건설업,소기업,신보,K9,2017-10-26,4.97
3577,차환,제조업,중기업,신보,K9,2017-10-26,4.97
3578,차환,제조업,중기업,신보,K9,2017-10-26,4.97
3579,차환,제조업,중기업,신보,K9,2017-10-26,4.97
3580,차환,제조업,중기업,신보,K9,2017-10-26,4.97
3581,신규,제조업,중견기업,신평사,BB-,2017-10-26,5.04
3582,차환,제조업,소기업,신보,K9,2017-10-26,5.07
3583,차환,도매 및 소매업,중기업,신보,K9,2017-10-26,5.07
3584,차환,도매 및 소매업,소기업,신보,K9,2017-10-26,5.07
3585,차환,도매 및 소매업,중기업,신보,K9,2017-10-26,5.07
3586,차환,도매 및 소매업,소기업,신보,K10,2017-10-26,5.07
3587,차환,제조업,중기업,신보,K9,2017-10-26,5.07
3588,차환,건설업,중기업,신보,K9,2017-10-26,5.07
3589,차환,건설업,중기업,신보,K9,2017-10-26,5.07
3590,차환,도매 및 소매업,중기업,신보,K9,2017-10-26,5.07
3591,신규,도매 및 소매업,중기업,신보,K10,2017-10-26,5.14
3592,차환,제조업,중기업,신보,K10,2017-10-26,5.17
3593,차환,제조업,중기업,신보,K9,2017-10-26,5.17
3594,차환,건설업,중기업,신보,K10,2017-10-26,5.17
3595,차환,건설업,소기업,신보,K8,2017-10-26,5.17
3596,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K10,2017-10-26,5.17
3597,차환,도매 및 소매업,중기업,신보,K10,2017-10-26,5.27
3598,차환,건설업,중기업,신보,K10,2017-10-26,5.27
3599,차환,도매 및 소매업,소기업,신보,K10,2017-10-26,5.27
3600,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K10,2017-10-26,5.27
3601,차환,제조업,소기업,신보,K10,2017-10-26,5.27
3602,차환,제조업,중기업,신보,K10,2017-10-26,5.27
3603,차환,제조업,중기업,신보,K11,2017-10-26,5.37
3604,차환,건설업,소기업,신보,K11,2017-10-26,5.37
3605,차환,건설업,중기업,신보,K11,2017-10-26,5.37
3606,차환,제조업,소기업,신보,K10,2017-10-26,5.37
3607,차환,제조업,중기업,신보,K11,2017-10-26,5.37
3608,차환,제조업,소기업,신보,K11,2017-10-26,5.37
3609,차환,건설업,소기업,신보,K11,2017-10-26,5.47
3610,차환,제조업,중기업,신보,K11,2017-10-26,5.47
