일련번호,용도,업종,규모,신용평가기관,등급,발행일,표면금리
5089,차환,건설업,중기업,신보,K8,2018-06-26,4.81
5090,차환,도매 및 소매업,중기업,신보,K8,2018-06-26,4.81
5091,차환,도매 및 소매업,소기업,신보,K8,2018-06-26,4.81
5092,차환,도매 및 소매업,소기업,신보,K8,2018-06-26,4.81
5093,차환,제조업,중기업,신보,K8,2018-06-26,4.81
5094,차환,도매 및 소매업,중기업,신보,K7,2018-06-26,4.81
5095,차환,도매 및 소매업,중기업,신보,K8,2018-06-26,4.81
5096,차환,제조업,중기업,신보,K8,2018-06-26,4.91
5097,차환,제조업,중견기업,신평사,BB,2018-06-26,4.91
5098,차환,정보통신업,중기업,신보,K9,2018-06-26,4.91
5099,차환,도매 및 소매업,중기업,신보,K9,2018-06-26,4.91
5100,차환,제조업,소기업,신보,K8,2018-06-26,4.91
5101,차환,도매 및 소매업,중기업,신보,K8,2018-06-26,4.91
5102,차환,도매 및 소매업,중기업,신보,K8,2018-06-26,4.91
5103,차환,제조업,중기업,신보,K8,2018-06-26,4.91
5104,차환,도매 및 소매업,중기업,신보,K8,2018-06-26,4.91
5105,차환,제조업,소기업,신보,K8,2018-06-26,4.91
5106,차환,제조업,소기업,신보,K8,2018-06-26,4.91
5107,차환,도매 및 소매업,중견기업,신보,K7,2018-06-26,4.91
5108,신규,건설업,중기업,신보,K9,2018-06-26,4.99
5109,신규,건설업,중기업,신보,K9,2018-06-26,4.99
5110,신규,제조업,중기업,신보,K9,2018-06-26,4.99
5111,신규,제조업,소기업,신보,K9,2018-06-26,4.99
5112,신규,제조업,소기업,신보,K9,2018-06-26,4.99
5113,차환,제조업,중기업,신보,K9,2018-06-26,5.01
5114,차환,제조업,중기업,신보,K9,2018-06-26,5.01
5115,차환,건설업,중기업,신보,K9,2018-06-26,5.01
5116,차환,도매 및 소매업,중견기업,신보,K7,2018-06-26,5.01
5117,차환,"수도, 하수 및 폐기물 처리, 원료 재생업",중기업,신보,K9,2018-06-26,5.01
5118,차환,도매 및 소매업,소기업,신보,K9,2018-06-26,5.01
5119,차환,도매 및 소매업,중기업,신보,K9,2018-06-26,5.01
5120,차환,도매 및 소매업,소기업,신보,K9,2018-06-26,5.01
5121,차환,제조업,소기업,신보,K9,2018-06-26,5.01
5122,차환,도매 및 소매업,소기업,신보,K9,2018-06-26,5.01
5123,차환,건설업,중기업,신보,K9,2018-06-26,5.01
5124,차환,건설업,중기업,신보,K9,2018-06-26,5.01
5125,차환,제조업,중기업,신보,K9,2018-06-26,5.01
5126,차환,도매 및 소매업,중기업,신보,K9,2018-06-26,5.01
5127,차환,제조업,소기업,신보,K9,2018-06-26,5.01
5128,차환,도매 및 소매업,소기업,신보,K9,2018-06-26,5.11
5129,차환,도매 및 소매업,중기업,신보,K9,2018-06-26,5.11
5130,차환,제조업,소기업,신보,K9,2018-06-26,5.11
5131,차환,제조업,중기업,신보,K9,2018-06-26,5.11
5132,차환,"전문, 과학 및 기술서비스업",중기업,신보,K10,2018-06-26,5.11
5133,차환,도매 및 소매업,중기업,신보,K10,2018-06-26,5.11
5134,차환,도매 및 소매업,중기업,신보,K10,2018-06-26,5.11
5135,차환,제조업,소기업,신보,K9,2018-06-26,5.11
5136,차환,제조업,중견기업,신평사,BB-,2018-06-26,5.11
5137,차환,제조업,중기업,신보,K10,2018-06-26,5.21
5138,차환,정보통신업,중기업,신보,K10,2018-06-26,5.21
5139,차환,제조업,중기업,신보,K9,2018-06-26,5.21
5140,차환,제조업,중기업,신보,K11,2018-06-26,5.21
5141,차환,제조업,소기업,신보,K10,2018-06-26,5.21
5142,차환,도매 및 소매업,소기업,신보,K10,2018-06-26,5.21
5143,차환,건설업,소기업,신보,K9,2018-06-26,5.21
5144,차환,도매 및 소매업,중기업,신보,K10,2018-06-26,5.21
5145,차환,제조업,중기업,신보,K10,2018-06-26,5.21
5146,차환,제조업,소기업,신보,K9,2018-06-26,5.21
5147,차환,도매 및 소매업,소기업,신보,K10,2018-06-26,5.21
5148,차환,제조업,소기업,신보,K10,2018-06-26,5.21
5149,차환,제조업,소기업,신보,K10,2018-06-26,5.21
5150,차환,제조업,소기업,신보,K10,2018-06-26,5.21
5151,차환,제조업,중기업,신보,K9,2018-06-26,5.21
5152,차환,제조업,소기업,신보,K10,2018-06-26,5.21
5153,차환,도매 및 소매업,중기업,신보,K10,2018-06-26,5.31
5154,차환,제조업,중기업,신보,K10,2018-06-26,5.31
5155,차환,운수 및 창고업,소기업,신보,K10,2018-06-26,5.31
5156,차환,건설업,중기업,신보,K10,2018-06-26,5.31
5157,차환,도매 및 소매업,소기업,신보,K10,2018-06-26,5.31
5158,차환,건설업,소기업,신보,K11,2018-06-26,5.31
5159,차환,도매 및 소매업,중기업,신보,K10,2018-06-26,5.31
5160,차환,제조업,소기업,신보,K10,2018-06-26,5.31
5161,차환,제조업,중기업,신보,K10,2018-06-26,5.31
5162,차환,제조업,중기업,신보,K12,2018-06-26,5.41
5163,차환,도매 및 소매업,소기업,신보,K11,2018-06-26,5.41
5164,차환,제조업,중기업,신보,K11,2018-06-26,5.41
5165,차환,제조업,중기업,신보,K13,2018-06-26,5.41
5166,차환,제조업,소기업,신보,K15,2018-06-26,5.41
5167,차환,도매 및 소매업,중기업,신보,K10,2018-06-26,5.41
5168,차환,도매 및 소매업,중기업,신보,K11,2018-06-26,5.41
5169,차환,도매 및 소매업,중기업,신보,K11,2018-06-26,5.41
5170,차환,도매 및 소매업,소기업,신보,K11,2018-06-26,5.41
5171,차환,운수 및 창고업,중기업,신보,K10,2018-06-26,5.41
5172,차환,제조업,중기업,신보,K11,2018-06-26,5.41
5173,차환,건설업,중기업,신보,K10,2018-06-26,5.41
5174,차환,부동산업,소기업,신보,K11,2018-06-26,5.41
5175,차환,도매 및 소매업,소기업,신보,K11,2018-06-26,5.41
5176,차환,제조업,소기업,신보,K11,2018-06-26,5.41
5177,차환,정보통신업,중기업,신보,K11,2018-06-26,5.51
5178,차환,제조업,중기업,신보,K15,2018-06-26,5.51
5179,차환,제조업,중기업,신보,K11,2018-06-26,5.51
5180,차환,제조업,소기업,신보,K11,2018-06-26,5.51
5181,차환,건설업,소기업,신보,K11,2018-06-26,5.51
5182,차환,제조업,소기업,신보,K11,2018-06-26,5.51
5183,차환,제조업,소기업,신보,K11,2018-06-26,5.51
5184,차환,제조업,소기업,신보,K11,2018-06-26,5.51
5185,차환,도매 및 소매업,중기업,신보,K11,2018-06-26,5.51
5186,차환,건설업,소기업,신보,K14,2018-06-26,5.61
5187,차환,제조업,중기업,신보,K13,2018-06-26,5.61
5188,차환,제조업,소기업,신보,K12,2018-06-26,5.61
5189,차환,제조업,소기업,신보,K14,2018-06-26,5.61
5190,차환,제조업,중기업,신보,K15,2018-06-26,5.61
5191,차환,도매 및 소매업,중기업,신보,K13,2018-06-26,5.61
5192,차환,제조업,중기업,신보,K14,2018-06-26,5.61
5193,차환,도매 및 소매업,소기업,신보,K12,2018-06-26,5.61
5194,차환,건설업,소기업,신보,K12,2018-06-26,5.61
5195,차환,제조업,중기업,신보,K10,2018-06-26,5.61
5196,차환,도매 및 소매업,소기업,신보,K15,2018-06-26,5.61
5197,차환,제조업,소기업,신보,K13,2018-06-26,5.61
5198,차환,제조업,소기업,신보,K14,2018-06-26,5.61
5199,차환,제조업,중기업,신보,K13,2018-06-26,5.71
5200,차환,건설업,중기업,신보,K14,2018-06-26,5.71
5201,차환,건설업,중기업,신보,K12,2018-06-26,5.71
5202,차환,도매 및 소매업,중기업,신보,K12,2018-06-26,5.71
5203,차환,제조업,소기업,신보,K14,2018-06-26,5.71
5204,차환,제조업,소기업,신보,K15,2018-06-26,5.71
5205,차환,제조업,중기업,신보,K12,2018-06-26,5.71
5206,차환,제조업,소기업,신보,K13,2018-06-26,5.71
5207,차환,"수도, 하수 및 폐기물 처리, 원료 재생업",중기업,신보,K14,2018-06-26,5.71
5208,차환,도매 및 소매업,중기업,신보,K12,2018-06-26,5.71
5209,차환,제조업,소기업,신보,K13,2018-06-26,5.71
5210,차환,운수 및 창고업,중기업,신보,K11,2018-06-26,5.71
5211,차환,도매 및 소매업,소기업,신보,K12,2018-06-26,5.71
5212,차환,건설업,소기업,신보,K13,2018-06-26,5.71
5213,차환,도매 및 소매업,중기업,신보,K14,2018-06-26,5.81
5214,차환,제조업,소기업,신보,K13,2018-06-26,5.81
5215,차환,제조업,중기업,신보,K15,2018-06-26,5.91
5216,차환,제조업,소기업,신보,K14,2018-06-26,5.91
5217,차환,건설업,소기업,신보,K14,2018-06-26,5.91
5218,차환,도매 및 소매업,소기업,신보,K14,2018-06-26,5.91
5219,차환,건설업,소기업,신보,K12,2018-06-26,5.91
5220,차환,제조업,소기업,신보,K12,2018-06-26,5.91
5221,차환,도매 및 소매업,중기업,신보,K13,2018-06-26,5.91
5222,차환,제조업,소기업,신보,K15,2018-06-26,5.91
5223,차환,제조업,소기업,신보,K12,2018-06-26,5.91
5224,차환,운수 및 창고업,소기업,신보,K12,2018-06-26,6.01
5225,차환,제조업,소기업,신보,K15,2018-06-26,6.01
5226,차환,제조업,소기업,신보,K15,2018-06-26,6.01
5227,차환,운수 및 창고업,중기업,신보,K2,2018-09-20,3.25
5228,차환,제조업,중기업,신보,K2,2018-09-20,3.25
5229,차환,"수도, 하수 및 폐기물 처리, 원료 재생업",소기업,신보,K3,2018-09-20,3.45
5230,차환,도매 및 소매업,중기업,신보,K3,2018-09-20,3.45
5231,차환,제조업,중기업,신보,K3,2018-09-20,3.45
5232,차환,운수 및 창고업,소기업,신보,K3,2018-09-20,3.45
5233,차환,제조업,중기업,신보,K3,2018-09-20,3.45
5234,차환,도매 및 소매업,중견기업,신보,K3,2018-09-20,3.55
5235,차환,도매 및 소매업,중기업,신보,K3,2018-09-20,3.55
5236,차환,제조업,중견기업,신보,K3,2018-09-20,3.55
5237,차환,제조업,중기업,신보,K4,2018-09-20,3.65
5238,차환,도매 및 소매업,중기업,신보,K4,2018-09-20,3.65
5239,차환,제조업,중기업,신보,K4,2018-09-20,3.65
5240,차환,도매 및 소매업,소기업,신보,K4,2018-09-20,3.65
5241,차환,제조업,중기업,신보,K4,2018-09-20,3.65
5242,차환,도매 및 소매업,중기업,신보,K4,2018-09-20,3.75
5243,차환,도매 및 소매업,중기업,신보,K5,2018-09-20,3.85
5244,차환,건설업,중기업,신보,K5,2018-09-20,3.85
5245,차환,"전문, 과학 및 기술서비스업",소기업,신보,K5,2018-09-20,3.85
